2024-06-20 07:39:22.005,2302.408,,1.461440,0.007430,0.000159,80.000000,80.029869,77.732605,0.000000,25.700680,49.350388,0.000000,0.074213,-0.010953,0.000000,0.022559,0.000285,0.500000,0.490127,0.000000,0.000000,0.702755,1.053625,0.000012,0.261238,1.473078,12.996023,0.259922,1.000000
2024-06-20 07:39:24.005,2304.408,,1.461440,0.007970,0.000159,80.000000,80.048759,77.767143,0.000000,25.711491,49.353825,0.000000,0.057368,-0.019380,0.000000,0.022559,0.000285,0.500000,0.499527,0.000000,0.000000,0.702755,1.048751,0.000012,0.261238,1.473073,12.996023,0.259926,1.000000
2024-06-20 07:39:26.005,2306.408,,1.461440,0.007430,0.000138,80.000000,80.032295,77.743347,0.000000,25.711491,49.277771,0.000000,0.074213,-0.019380,0.000000,0.022559,0.000285,0.500000,0.507584,0.000000,0.000000,0.712501,1.053625,0.001575,0.261238,1.473019,12.996000,0.259920,1.000000
2024-06-20 07:39:28.005,2308.408,,1.461440,0.008500,0.000138,80.000000,80.013412,77.708290,0.000000,25.700680,49.274334,0.000000,0.074213,-0.019380,0.000000,0.022559,0.000285,0.500000,0.499527,0.000000,0.000000,0.702755,1.053625,0.001575,0.261238,1.473006,12.996160,0.259923,1.000000
2024-06-20 07:39:30.005,2310.408,,1.461440,0.008500,0.000170,80.000000,80.037781,77.743347,0.000000,25.711491,49.290447,0.000000,0.074213,-0.002526,0.000000,0.005703,0.000285,0.500000,0.499527,0.000000,0.000000,0.697881,1.053625,0.000012,0.263680,1.473032,12.996349,0.259927,1.000000
2024-06-20 07:39:32.005,2312.408,,1.460490,0.007970,0.000159,80.000000,80.048759,77.767143,0.000000,25.711491,49.252422,0.000000,0.074213,-0.010953,0.000000,0.005703,0.000285,0.500000,0.499527,0.000000,0.000000,0.702755,1.058498,0.000012,0.261238,1.473068,12.996338,0.259927,1.000000
2024-06-20 07:39:34.005,2314.408,,1.461440,0.008500,0.000149,80.000000,80.026810,77.719223,0.000000,25.711491,49.252422,0.000000,0.074213,0.014328,0.000000,0.005703,0.000285,0.500000,0.499527,0.000000,0.000000,0.702755,1.053625,0.001575,0.261238,1.473108,12.996222,0.259924,1.000000
2024-06-20 07:39:36.005,2316.408,,1.461440,0.007970,0.000159,80.000000,80.032295,77.731384,0.000000,25.711491,49.227070,0.000000,0.074213,-0.019380,0.000000,0.005703,0.000285,0.500000,0.507584,0.000000,0.000000,0.702755,1.048751,0.000012,0.261238,1.473017,12.995906,0.259923,1.000000
2024-06-20 07:39:38.005,2318.408,,1.461440,0.006900,0.000138,80.000000,80.026810,77.731384,0.000000,25.724773,49.214394,0.000000,0.074213,-0.010953,0.000000,0.022559,0.000285,0.500000,0.499527,0.000000,0.000000,0.712501,1.053625,0.001575,0.261238,1.473002,12.996043,0.259921,1.000000
2024-06-20 07:39:40.005,2320.408,,1.461440,0.008500,0.000170,80.000000,80.043266,77.731384,0.000000,25.724773,49.189041,0.000000,0.074213,-0.019380,0.000000,0.022559,0.000285,0.500000,0.499527,0.000000,0.000000,0.697881,1.058498,0.001575,0.261238,1.473068,12.996328,0.259926,1.000000
2024-06-20 07:39:42.005,2322.408,,1.460490,0.007430,0.000159,80.000000,80.059509,77.731384,0.000000,25.724773,49.151016,0.000000,0.074213,-0.019380,0.000000,-0.011153,0.000285,0.500000,0.499527,0.000000,0.000000,0.702755,1.053625,0.000012,0.261238,1.473074,12.996275,0.259923,1.000000
2024-06-20 07:39:44.005,2324.408,,1.461440,0.007970,0.000159,80.000000,80.043266,77.755249,0.000000,25.724773,49.163692,0.000000,0.074213,-0.019380,0.000000,0.022559,0.025524,0.500000,0.499527,0.000000,0.000000,0.697881,1.034132,0.001575,0.263680,1.473105,12.996508,0.259926,1.000000
2024-06-20 07:39:46.005,2326.408,END_OF_HOLD,1.461440,0.008500,0.000159,80.000000,80.024384,77.732605,0.000000,25.713963,49.147575,0.000000,0.074213,-0.010953,0.000000,0.014131,0.000285,0.500000,0.499527,0.000000,0.000000,0.702755,1.053625,0.000012,0.261238,1.473056,12.996043,0.259926,1.000000
2024-06-20 07:39:48.005,2328.408,,1.458590,0.007970,0.000170,80.000000,80.029869,77.708290,0.000000,25.713963,49.109550,0.000000,0.074213,-0.010953,0.000000,0.022559,0.000285,0.500000,0.507584,0.000000,0.000000,0.712501,1.048751,0.001575,0.261238,1.473140,12.996096,0.259928,1.000000
2024-06-20 07:39:50.005,2330.408,,1.457640,0.006900,0.000127,80.000000,80.024384,77.720444,0.000000,25.713963,49.109550,0.000000,0.074213,-0.010953,0.000000,0.014131,0.025524,0.500000,0.499527,0.000000,0.000000,0.702755,1.053625,0.000012,0.261238,1.470283,11.995702,0.239902,1.000000
2024-06-20 07:39:52.005,2332.408,,1.457640,0.007430,0.000149,80.000000,80.024384,77.756447,0.000000,25.713963,49.109550,0.000000,0.074213,-0.019380,0.000000,0.005703,0.000285,0.500000,0.507584,0.000000,0.000000,0.702755,1.048751,0.000012,0.261238,1.470189,11.995745,0.239915,1.000000
2024-06-20 07:39:54.005,2334.408,,1.458590,0.006900,0.000138,80.000000,80.048759,77.743347,0.000000,25.724773,49.100315,0.000000,0.074213,-0.019380,0.000000,0.014131,0.000285,0.500000,0.499527,0.000000,0.000000,0.697881,1.053625,0.000012,0.261238,1.470244,11.995501,0.239910,1.000000
2024-06-20 07:39:56.005,2336.408,,1.458590,0.007970,0.000159,80.000000,79.993172,77.696129,0.000000,25.713963,49.058846,0.000000,0.074213,-0.010953,0.000000,0.022559,-0.008129,0.500000,0.499527,0.000000,0.000000,0.712501,1.058498,0.001575,0.261238,1.470199,11.995955,0.239919,1.000000
2024-06-20 07:39:58.005,2338.408,,1.458590,0.007970,0.000159,80.000000,80.037781,77.779037,0.000000,25.724773,49.074963,0.000000,0.074213,-0.010953,0.000000,0.022559,0.000285,0.500000,0.499527,0.000000,0.000000,0.702755,1.048751,0.000012,0.261238,1.470229,11.995376,0.239908,1.000000
2024-06-20 07:40:00.005,2340.408,,1.458590,0.007970,0.000159,80.000000,80.032295,77.719223,0.000000,25.724773,49.011585,0.000000,0.074213,-0.010953,0.000000,0.005703,0.000285,0.500000,0.507584,0.000000,0.000000,0.712501,1.058498,0.001575,0.261238,1.470200,11.995745,0.239915,1.000000
2024-06-20 07:40:02.005,2342.408,,1.458590,0.006900,0.000138,80.000000,79.993172,77.708290,0.000000,25.713963,49.033497,0.000000,0.074213,-0.019380,0.000000,0.022559,-0.008129,0.500000,0.490127,0.000000,0.000000,0.712501,1.058498,0.000012,0.261238,1.470234,11.995491,0.239910,1.000000
2024-06-20 07:40:04.005,2344.408,,1.457640,0.007970,0.000159,80.000000,80.037781,77.719223,0.000000,25.724773,49.011585,0.000000,0.074213,-0.019380,0.000000,0.022559,0.000285,0.500000,0.499527,0.000000,0.000000,0.702755,1.053625,0.001575,0.261238,1.470140,11.995650,0.239917,1.000000
2024-06-20 07:40:06.005,2346.408,,1.458590,0.008500,0.000170,80.000000,80.048759,77.719223,0.000000,25.724773,48.973557,0.000000,0.074213,-0.010953,0.000000,0.005703,0.000285,0.500000,0.507584,0.000000,0.000000,0.697881,1.058498,0.000012,0.261238,1.470204,11.995797,0.239916,1.000000
2024-06-20 07:40:08.005,2348.408,,1.458590,0.009030,0.000149,80.000000,80.018898,77.696129,0.000000,25.713963,48.970119,0.000000,0.074213,-0.010953,0.000000,0.022559,0.000285,0.500000,0.499527,0.000000,0.000000,0.712501,1.048751,0.000012,0.261238,1.470251,11.995163,0.239910,1.000000
2024-06-20 07:40:10.005,2350.408,,1.458590,0.007430,0.000138,80.000000,80.032295,77.719223,0.000000,25.724773,48.960880,0.000000,0.074213,-0.019380,0.000000,0.022559,0.000285,0.500000,0.499527,0.000000,0.000000,0.717374,1.053625,0.000012,0.261238,1.470160,11.995280,0.239912,1.000000
2024-06-20 07:40:12.005,2352.408,,1.458590,0.008500,0.000181,80.000000,80.026810,77.719223,0.000000,25.724773,48.948208,0.000000,0.074213,-0.010953,0.000000,0.022559,-0.008129,0.500000,0.499527,0.000000,0.000000,0.712501,1.048751,0.001575,0.261238,1.470232,11.995543,0.239906,1.000000
2024-06-20 07:40:14.005,2354.408,,1.457640,0.007970,0.000170,80.000000,80.032295,77.743347,0.000000,25.724773,48.922855,0.000000,0.074213,-0.019380,0.000000,0.005703,0.000285,0.500000,0.499527,0.000000,0.000000,0.702755,1.053625,0.000012,0.261238,1.470134,11.995333,0.239920,1.000000
