Format,1,,,,,,,
Emerald Version,3.5.5.0,,,,,,,
Station ID,G21-9800,,,,,,,
Environment,Emerald,,,,,,,
Test Name,CYCLE 1 ~ AN 2BAR 80C, CA 28.5BAR CV,,,,,,,
2024-06-21 05:59:24.805,1.700,,1.273660,-0.000191,-0.000190,-0.372616,1.284868,-0.007452
2024-06-21 05:59:24.905,1.800,,1.267970,-0.000191,0.000381,-0.390718,1.279874,-0.007814
2024-06-21 05:59:25.005,1.900,,1.263230,-0.000191,0.000000,-0.405767,1.274789,-0.007814
2024-06-21 05:59:25.105,2.000,,1.258490,-0.000381,0.000190,-0.419476,1.269831,-0.008390
2024-06-21 05:59:25.205,2.100,,1.253740,-0.000381,0.000190,-0.433319,1.264831,-0.008666
2024-06-21 05:59:25.306,2.201,,1.248050,-0.000191,0.000190,-0.444953,1.259879,-0.008899
2024-06-21 05:59:25.405,2.300,,1.238570,-0.000191,0.000000,-0.456837,1.254807,-0.009137
2024-06-21 05:59:25.505,2.400,,1.232880,-0.000191,-0.000190,-0.467190,1.249864,-0.009344
2024-06-21 05:59:25.605,2.500,,1.228140,-0.000191,-0.000381,-0.478148,1.244815,-0.009563
2024-06-21 05:59:25.705,2.600,,1.228140,-0.000381,0.000000,-0.487330,1.239876,-0.009747
2024-06-21 05:59:25.805,2.700,,1.223400,-0.000191,0.000190,-0.496169,1.234826,-0.009747
2024-06-21 05:59:25.905,2.800,,1.218650,0.000000,0.000190,-0.504784,1.229850,-0.010096
2024-06-21 05:59:26.005,2.900,,1.208220,-0.000191,0.000000,-0.511884,1.224828,-0.010238
2024-06-21 05:59:26.105,3.000,,1.203480,-0.000191,0.000381,-0.518320,1.219880,-0.010238
2024-06-21 05:59:26.205,3.100,,1.197790,-0.000191,0.000190,-0.525178,1.214855,-0.010504
2024-06-21 05:59:26.305,3.200,,1.194000,-0.000191,0.000190,-0.531294,1.209848,-0.010626
2024-06-21 05:59:26.405,3.300,,1.188310,-0.000381,-0.000190,-0.536818,1.204800,-0.010626
2024-06-21 05:59:26.506,3.401,,1.183560,-0.000191,0.000000,-0.541467,1.199891,-0.010829
2024-06-21 05:59:26.605,3.500,,1.177870,-0.000191,0.000000,-0.545000,1.194837,-0.010900
2024-06-21 05:59:26.705,3.600,,1.173130,-0.000191,0.000000,-0.548725,1.189889,-0.010900
2024-06-21 05:59:26.805,3.700,,1.168390,-0.000191,0.000190,-0.551144,1.184865,-0.011023
2024-06-21 05:59:26.905,3.800,,1.162700,-0.000381,0.000190,-0.553284,1.179895,-0.011066
2024-06-21 05:59:27.005,3.900,,1.157960,0.000191,0.000000,-0.555112,1.174810,-0.011066
2024-06-21 05:59:27.105,4.000,,1.153220,0.000000,-0.000190,-0.554859,1.169814,-0.011097
2024-06-21 05:59:27.205,4.100,,1.148470,0.000000,0.000000,-0.554928,1.164827,-0.011099
2024-06-21 05:59:27.305,4.200,,1.142780,0.000191,0.000000,-0.553689,1.159864,-0.011074
2024-06-21 05:59:27.405,4.300,,1.138990,-0.000191,-0.000190,-0.552695,1.154777,-0.011054
2024-06-21 05:59:27.505,4.400,,1.133300,0.000000,0.000190,-0.549593,1.149854,-0.010992
2024-06-21 05:59:27.605,4.500,,1.128560,0.000000,0.000381,-0.545606,1.144840,-0.010912
2024-06-21 05:59:27.705,4.600,,1.123820,-0.000191,0.000190,-0.542185,1.139853,-0.010844
2024-06-21 05:59:27.805,4.700,,1.118130,0.000000,0.000000,-0.536349,1.134844,-0.010727
2024-06-21 05:59:27.905,4.800,,1.114330,0.000191,0.000000,-0.531350,1.129849,-0.010627
2024-06-21 05:59:28.005,4.900,,1.113380,0.000000,0.000000,-0.525067,1.124868,-0.010501
2024-06-21 05:59:28.105,5.000,,1.108640,0.000000,0.000000,-0.517644,1.119891,-0.010501
2024-06-21 05:59:28.205,5.100,,1.102950,0.000000,0.000190,-0.510825,1.114806,-0.010217
2024-06-21 05:59:28.305,5.200,,1.098210,0.000191,0.000000,-0.502180,1.109889,-0.010044
2024-06-21 05:59:28.405,5.300,,1.093470,0.000000,0.000190,-0.498719,1.104845,-0.009974
2024-06-21 05:59:28.505,5.400,,1.088730,0.000191,0.000000,-0.485584,1.099909,-0.009712
2024-06-21 05:59:28.605,5.500,,1.083990,0.000000,0.000000,-0.475187,1.094887,-0.009504
2024-06-21 05:59:28.705,5.600,,1.078300,0.000000,-0.000190,-0.465463,1.089847,-0.009309
2024-06-21 05:59:28.805,5.700,,1.073550,0.000000,0.000190,-0.455923,1.084877,-0.009118
2024-06-21 05:59:28.906,5.801,,1.068810,0.000000,0.000000,-0.445426,1.079893,-0.008909
2024-06-21 05:59:29.005,5.900,,1.058380,0.000191,0.000190,-0.436249,1.074797,-0.008725
2024-06-21 05:59:29.105,6.000,,1.053640,0.000191,0.000000,-0.425232,1.069851,-0.008505
2024-06-21 05:59:29.205,6.100,,1.048900,0.000191,0.000190,-0.416238,1.064797,-0.008325
2024-06-21 05:59:29.305,6.200,,1.043210,0.000191,0.000000,-0.407016,1.059869,-0.008140
2024-06-21 05:59:29.405,6.300,,1.038460,0.000191,0.000000,-0.398048,1.054832,-0.007961
2024-06-21 05:59:29.505,6.400,,1.033720,0.000000,0.000000,-0.390894,1.049852,-0.007818
2024-06-21 05:59:29.605,6.500,,1.028030,0.000000,0.000381,-0.381987,1.044852,-0.007640
2024-06-21 05:59:29.705,6.600,,1.023290,0.000191,0.000190,-0.376167,1.039887,-0.007523
2024-06-21 05:59:29.805,6.700,,1.018550,0.000000,0.000190,-0.371156,1.034842,-0.007423
2024-06-21 05:59:29.905,6.800,,1.013810,0.000191,0.000190,-0.365494,1.029859,-0.007310
2024-06-21 05:59:30.005,6.900,,1.009060,0.000191,0.000000,-0.361842,1.024810,-0.007237
2024-06-21 05:59:30.106,7.001,,1.003370,0.000191,-0.000190,-0.358606,1.019900,-0.007172
2024-06-21 05:59:30.206,7.101,,0.998630,0.000381,0.000000,-0.356664,1.014831,-0.007133
2024-06-21 05:59:30.306,7.201,,0.992940,0.000000,0.000190,-0.357250,1.009866,-0.007145
2024-06-21 05:59:30.405,7.300,,0.988200,0.000000,0.000000,-0.358746,1.004839,-0.007175
2024-06-21 05:59:30.505,7.400,,0.983460,0.000381,0.000000,-0.361054,0.999863,-0.007221
2024-06-21 05:59:30.605,7.500,,0.978720,0.000191,0.000381,-0.364623,0.994843,-0.007292
2024-06-21 05:59:30.705,7.600,,0.973970,0.000191,0.000190,-0.367925,0.989868,-0.007358
2024-06-21 05:59:30.805,7.700,,0.968280,0.000191,0.000190,-0.374560,0.984878,-0.007491
2024-06-21 05:59:30.905,7.800,,0.963540,0.000191,-0.000381,-0.381026,0.979893,-0.007621
2024-06-21 05:59:31.005,7.900,,0.958800,0.000191,-0.000381,-0.388948,0.974873,-0.007779
2024-06-21 05:59:31.105,8.000,,0.954060,0.000191,0.000190,-0.398378,0.969826,-0.007968
2024-06-21 05:59:31.205,8.100,,0.954060,0.000191,-0.000190,-0.407514,0.964790,-0.008150
2024-06-21 05:59:31.305,8.200,,0.948370,0.000381,0.000381,-0.418636,0.959863,-0.008373
2024-06-21 05:59:31.405,8.300,,0.943630,0.000381,0.000000,-0.430005,0.954821,-0.008600
2024-06-21 05:59:31.505,8.400,,0.938890,0.000191,0.000000,-0.442220,0.949845,-0.008844
2024-06-21 05:59:31.605,8.500,,0.933190,0.000191,0.000190,-0.454923,0.944851,-0.009098
2024-06-21 05:59:31.705,8.600,,0.928450,0.000381,0.000000,-0.466723,0.939907,-0.009334
2024-06-21 05:59:31.806,8.701,,0.923710,0.000191,0.000190,-0.479676,0.934790,-0.009594
2024-06-21 05:59:31.905,8.800,,0.918970,0.000191,0.000000,-0.491859,0.929867,-0.009837
2024-06-21 05:59:32.005,8.900,,0.908540,0.000191,0.000000,-0.506273,0.924831,-0.010125
2024-06-21 05:59:32.105,9.000,,0.903800,0.000381,0.000000,-0.518892,0.919903,-0.010378
2024-06-21 05:59:32.205,9.100,,0.898110,0.000381,0.000190,-0.531519,0.914870,-0.010630
2024-06-21 05:59:32.305,9.200,,0.893360,0.000381,-0.000381,-0.544971,0.909882,-0.010899
2024-06-21 05:59:32.405,9.300,,0.888620,0.000000,0.000190,-0.556810,0.904901,-0.011136
2024-06-21 05:59:32.506,9.401,,0.882930,0.000381,0.000190,-0.566359,0.899910,-0.011327
2024-06-21 05:59:32.605,9.500,,0.878190,0.000000,0.000000,-0.579644,0.894976,-0.011593
2024-06-21 05:59:32.706,9.601,,0.873450,0.000191,0.000190,-0.589437,0.889900,-0.011789
2024-06-21 05:59:32.805,9.700,,0.868710,0.000191,0.000000,-0.600819,0.884878,-0.012016
2024-06-21 05:59:32.905,9.800,,0.863960,0.000191,0.000190,-0.612209,0.879921,-0.012244
2024-06-21 05:59:33.005,9.900,,0.859220,0.000191,-0.000190,-0.623934,0.874939,-0.012479
2024-06-21 05:59:33.105,10.000,,0.853530,0.000000,0.000381,-0.635310,0.869872,-0.012706
2024-06-21 05:59:33.205,10.100,,0.848790,0.000572,0.000190,-0.645387,0.864870,-0.012908
2024-06-21 05:59:33.305,10.200,,0.844050,0.000000,0.000000,-0.657015,0.859903,-0.013140
2024-06-21 05:59:33.405,10.300,,0.838360,0.000191,0.000000,-0.668264,0.854901,-0.013365
2024-06-21 05:59:33.505,10.400,,0.833620,0.000191,0.000190,-0.679848,0.849892,-0.013597
2024-06-21 05:59:33.606,10.501,,0.828870,0.000000,0.000000,-0.691143,0.844904,-0.013823
2024-06-21 05:59:33.705,10.600,,0.824130,0.000000,0.000000,-0.700039,0.839932,-0.014001
2024-06-21 05:59:33.805,10.700,,0.818440,0.000191,0.000190,-0.711140,0.834908,-0.014223
2024-06-21 05:59:33.905,10.800,,0.813700,0.000000,0.000190,-0.720968,0.829906,-0.014419
2024-06-21 05:59:34.005,10.900,,0.808960,0.000191,0.000000,-0.729642,0.824908,-0.014593
2024-06-21 05:59:34.105,11.000,,0.803270,0.000000,0.000190,-0.739241,0.819896,-0.014785
2024-06-21 05:59:34.205,11.100,,0.799470,0.000000,0.000190,-0.746966,0.814911,-0.014939
2024-06-21 05:59:34.305,11.200,,0.793780,0.000000,0.000000,-0.756239,0.809852,-0.015125
2024-06-21 05:59:34.405,11.300,,0.793780,-0.000191,0.000190,-0.764928,0.804892,-0.015299
2024-06-21 05:59:34.505,11.400,,0.788090,-0.000191,0.000000,-0.772709,0.799896,-0.015454
2024-06-21 05:59:34.605,11.500,,0.783350,0.000191,0.000000,-0.781936,0.794846,-0.015639
2024-06-21 05:59:34.705,11.600,,0.778610,0.000000,0.000000,-0.788131,0.789884,-0.015763
2024-06-21 05:59:34.805,11.700,,0.773870,0.000000,-0.000190,-0.794954,0.784901,-0.015899
2024-06-21 05:59:34.905,11.800,,0.769130,0.000191,0.000381,-0.800689,0.779914,-0.016014
2024-06-21 05:59:35.005,11.900,,0.758700,-0.000191,0.000190,-0.806340,0.774930,-0.016127
2024-06-21 05:59:35.105,12.000,,0.758700,0.000191,0.000381,-0.811335,0.769890,-0.016227
2024-06-21 05:59:35.206,12.101,,0.753950,0.000000,0.000000,-0.816552,0.764842,-0.016331
2024-06-21 05:59:35.305,12.200,,0.748260,0.000000,0.000000,-0.819197,0.759890,-0.016384
2024-06-21 05:59:35.405,12.300,,0.744470,0.000191,0.000000,-0.822960,0.754875,-0.016459
2024-06-21 05:59:35.505,12.400,,0.738780,-0.000191,0.000000,-0.824461,0.749883,-0.016489
2024-06-21 05:59:35.605,12.500,,0.729300,0.000000,0.000000,-0.825076,0.744858,-0.016502
2024-06-21 05:59:35.705,12.600,,0.723610,0.000000,0.000000,-0.824746,0.739906,-0.016502
2024-06-21 05:59:35.805,12.700,,0.718860,-0.000191,0.000000,-0.822959,0.734914,-0.016495
2024-06-21 05:59:35.905,12.800,,0.714120,-0.000191,-0.000190,-0.822788,0.729873,-0.016459
2024-06-21 05:59:36.005,12.900,,0.709380,0.000000,0.000000,-0.817901,0.724888,-0.016456
2024-06-21 05:59:36.105,13.000,,0.703690,0.000000,0.000000,-0.814118,0.719895,-0.016358
2024-06-21 05:59:36.205,13.100,,0.698950,-0.000191,0.000000,-0.809821,0.714944,-0.016282
2024-06-21 05:59:36.305,13.200,,0.693260,0.000000,0.000190,-0.803913,0.709887,-0.016196
2024-06-21 05:59:36.405,13.300,,0.689460,0.000000,0.000190,-0.797066,0.704887,-0.016078
2024-06-21 05:59:36.505,13.400,,0.683770,-0.000191,0.000190,-0.788725,0.699920,-0.015941
2024-06-21 05:59:36.605,13.500,,0.679030,-0.000191,0.000190,-0.785024,0.694914,-0.015775
2024-06-21 05:59:36.705,13.600,,0.674290,0.000000,0.000000,-0.771515,0.689901,-0.015700
2024-06-21 05:59:36.805,13.700,,0.668600,0.000000,-0.000190,-0.758179,0.684888,-0.015430
2024-06-21 05:59:36.905,13.800,,0.663860,-0.000191,0.000000,-0.745498,0.679898,-0.015164
2024-06-21 05:59:37.005,13.900,,0.659120,-0.000191,0.000190,-0.732857,0.674920,-0.014910
2024-06-21 05:59:37.105,14.000,,0.653430,0.000000,0.000190,-0.718087,0.669898,-0.014657
2024-06-21 05:59:37.205,14.100,,0.648680,0.000000,0.000000,-0.704470,0.664864,-0.014362
2024-06-21 05:59:37.305,14.200,,0.643940,-0.000191,0.000000,-0.688306,0.659893,-0.014089
2024-06-21 05:59:37.406,14.301,,0.639200,0.000000,-0.000190,-0.673326,0.654848,-0.013766
2024-06-21 05:59:37.505,14.400,,0.633510,-0.000191,-0.000190,-0.656981,0.649875,-0.013467
2024-06-21 05:59:37.605,14.500,,0.632560,-0.000381,0.000190,-0.640621,0.644857,-0.013140
2024-06-21 05:59:37.705,14.600,,0.628770,-0.000191,0.000190,-0.623794,0.639901,-0.012812
2024-06-21 05:59:37.805,14.700,,0.624030,0.000000,0.000000,-0.606253,0.634892,-0.012476
2024-06-21 05:59:37.905,14.800,,0.619280,-0.000191,0.000000,-0.588939,0.629861,-0.012125
2024-06-21 05:59:38.005,14.900,,0.614540,-0.000191,0.000190,-0.571939,0.624886,-0.011779
2024-06-21 05:59:38.105,15.000,,0.608850,-0.000191,0.000000,-0.553343,0.619899,-0.011439
2024-06-21 05:59:38.205,15.100,,0.604110,-0.000572,0.000190,-0.536748,0.614852,-0.011067
2024-06-21 05:59:38.305,15.200,,0.598420,-0.000381,-0.000190,-0.518905,0.609877,-0.010735
2024-06-21 05:59:38.405,15.300,,0.593680,-0.000191,0.000190,-0.503667,0.604819,-0.010378
2024-06-21 05:59:38.505,15.400,,0.588940,0.000000,0.000190,-0.486610,0.599899,-0.010073
2024-06-21 05:59:38.606,15.501,,0.578500,-0.000191,0.000000,-0.471138,0.594871,-0.009732
2024-06-21 05:59:38.705,15.600,,0.573760,0.000000,-0.000190,-0.456226,0.589859,-0.009423
2024-06-21 05:59:38.805,15.700,,0.569020,-0.000191,0.000190,-0.442587,0.584907,-0.009125
2024-06-21 05:59:38.905,15.800,,0.564280,0.000000,0.000000,-0.428582,0.579904,-0.008852
2024-06-21 05:59:39.005,15.900,,0.558590,0.000000,0.000190,-0.417048,0.574918,-0.008572
2024-06-21 05:59:39.105,16.000,,0.553850,0.000000,-0.000190,-0.405792,0.569892,-0.008341
2024-06-21 05:59:39.205,16.100,,0.549110,-0.000191,0.000000,-0.395674,0.564864,-0.008116
2024-06-21 05:59:39.305,16.200,,0.544360,0.000000,0.000190,-0.386169,0.559884,-0.007913
2024-06-21 05:59:39.405,16.300,,0.538670,0.000000,0.000000,-0.378046,0.554814,-0.007723
2024-06-21 05:59:39.505,16.400,,0.533930,0.000000,0.000000,-0.371425,0.549882,-0.007561
2024-06-21 05:59:39.605,16.500,,0.529190,0.000000,0.000000,-0.365473,0.544850,-0.007429
2024-06-21 05:59:39.705,16.600,,0.524450,-0.000191,-0.000190,-0.360956,0.539894,-0.007309
2024-06-21 05:59:39.805,16.700,,0.519710,-0.000191,0.000000,-0.357710,0.534901,-0.007219
2024-06-21 05:59:39.905,16.800,,0.514020,0.000000,0.000190,-0.354297,0.529864,-0.007154
2024-06-21 05:59:40.005,16.900,,0.509270,0.040630,0.036759,-0.353890,0.524873,-0.007086
2024-06-21 05:59:40.105,17.000,,0.504530,-0.003052,-0.002286,-0.353628,0.519892,-0.007078
2024-06-21 05:59:40.205,17.100,,0.498840,-0.000381,-0.000190,-0.355322,0.514850,-0.007073
2024-06-21 05:59:40.306,17.201,,0.494100,-0.000191,0.000000,-0.357924,0.509887,-0.007106
2024-06-21 05:59:40.405,17.300,,0.489360,0.000191,0.000000,-0.361404,0.504916,-0.007158
2024-06-21 05:59:40.505,17.400,,0.484620,0.000191,0.000190,-0.366953,0.499889,-0.007228
2024-06-21 05:59:40.605,17.500,,0.478930,0.000000,0.000190,-0.371722,0.494946,-0.007339
2024-06-21 05:59:40.705,17.600,,0.474180,0.000000,-0.000381,-0.380318,0.489909,-0.007434
2024-06-21 05:59:40.805,17.700,,0.469440,0.000191,-0.000190,-0.388713,0.484940,-0.007606
2024-06-21 05:59:40.905,17.800,,0.469440,0.000000,0.000000,-0.398048,0.479925,-0.007774
2024-06-21 05:59:41.006,17.901,,0.463750,0.000000,0.000000,-0.408986,0.474953,-0.007961
2024-06-21 05:59:41.105,18.000,,0.459010,0.000000,0.000000,-0.421238,0.469927,-0.008180
2024-06-21 05:59:41.205,18.100,,0.454270,0.000000,0.000000,-0.434124,0.464958,-0.008425
2024-06-21 05:59:41.305,18.200,,0.449530,0.000191,0.000000,-0.448769,0.459921,-0.008682
2024-06-21 05:59:41.405,18.300,,0.444780,0.000191,0.000190,-0.463669,0.454943,-0.008975
2024-06-21 05:59:41.506,18.401,,0.439090,0.000000,0.000190,-0.480065,0.449868,-0.009273
2024-06-21 05:59:41.605,18.500,,0.429610,0.000191,0.000190,-0.498019,0.444906,-0.009601
2024-06-21 05:59:41.705,18.600,,0.423920,0.000191,0.000190,-0.516811,0.439911,-0.009960
2024-06-21 05:59:41.805,18.700,,0.419180,0.000191,-0.000190,-0.536888,0.434954,-0.010336
2024-06-21 05:59:41.906,18.801,,0.414440,0.000000,0.000000,-0.557016,0.429892,-0.010738
2024-06-21 05:59:42.005,18.900,,0.408750,0.000000,0.000190,-0.579109,0.424958,-0.011140
2024-06-21 05:59:42.106,19.001,,0.408750,0.000000,-0.000190,-0.601791,0.419920,-0.011582
2024-06-21 05:59:42.205,19.100,,0.399260,0.000000,0.000000,-0.624986,0.414963,-0.012036
2024-06-21 05:59:42.305,19.200,,0.394520,0.000191,0.000000,-0.650290,0.409893,-0.012500
2024-06-21 05:59:42.405,19.300,,0.388830,0.000191,0.000381,-0.675247,0.404913,-0.013006
2024-06-21 05:59:42.506,19.401,,0.384090,0.000000,0.000000,-0.701772,0.399897,-0.013505
2024-06-21 05:59:42.605,19.500,,0.379350,0.000191,-0.000190,-0.728652,0.394945,-0.014035
2024-06-21 05:59:42.705,19.600,,0.374610,0.000000,0.000190,-0.755745,0.389904,-0.014573
2024-06-21 05:59:42.806,19.701,,0.368920,0.000000,0.000000,-0.783782,0.384921,-0.015115
2024-06-21 05:59:42.906,19.801,,0.364170,0.000191,0.000000,-0.811191,0.379935,-0.015676
2024-06-21 05:59:43.005,19.900,,0.359430,0.000191,0.000000,-0.837834,0.375008,-0.016224
2024-06-21 05:59:43.106,20.001,,0.354690,0.000191,0.000000,-0.864985,0.369944,-0.016757
2024-06-21 05:59:43.205,20.100,,0.349000,0.000191,0.000000,-0.891327,0.364944,-0.017300
2024-06-21 05:59:43.305,20.200,,0.344260,0.000191,0.000000,-0.916915,0.359907,-0.017827
2024-06-21 05:59:43.405,20.300,,0.338570,0.000000,0.000190,-0.941970,0.354920,-0.018338
2024-06-21 05:59:43.505,20.400,,0.334770,0.000191,0.000190,-0.965242,0.349879,-0.018839
2024-06-21 05:59:43.605,20.500,,0.329080,0.000000,0.000000,-0.987315,0.344929,-0.019305
2024-06-21 05:59:43.705,20.600,,0.324340,0.000191,0.000190,-1.007702,0.339906,-0.019746
2024-06-21 05:59:43.805,20.700,,0.319600,0.000381,0.000000,-1.026585,0.334949,-0.020154
2024-06-21 05:59:43.905,20.800,,0.313910,0.000381,0.000190,-1.043282,0.329912,-0.020532
2024-06-21 05:59:44.005,20.900,,0.309170,0.000191,0.000190,-1.057625,0.324915,-0.021153
2024-06-21 05:59:44.105,21.000,,0.309170,0.000191,-0.000190,-1.070155,0.319928,-0.021153
2024-06-21 05:59:44.205,21.100,,0.304430,0.000191,0.000000,-1.080168,0.314956,-0.021403
2024-06-21 05:59:44.306,21.201,,0.299680,0.000191,0.000190,-1.088099,0.309892,-0.021762
2024-06-21 05:59:44.405,21.300,,0.294940,0.000191,0.000000,-1.093694,0.304983,-0.021762
2024-06-21 05:59:44.505,21.400,,0.289250,0.000191,-0.000190,-1.096684,0.299942,-0.021874
2024-06-21 05:59:44.605,21.500,,0.284510,0.000381,0.000190,-1.097674,0.294988,-0.021953
2024-06-21 05:59:44.705,21.600,,0.279770,0.000191,-0.000190,-1.097538,0.289949,-0.021953
2024-06-21 05:59:44.805,21.700,,0.274080,0.000191,0.000000,-1.094404,0.284951,-0.021951
2024-06-21 05:59:44.905,21.800,,0.269340,0.000191,-0.000190,-1.089529,0.279950,-0.021888
2024-06-21 05:59:45.005,21.900,,0.264590,0.000191,0.000000,-1.082763,0.275014,-0.021791
2024-06-21 05:59:45.105,22.000,,0.259850,0.000191,0.000190,-1.074465,0.269901,-0.021655
2024-06-21 05:59:45.205,22.100,,0.249420,0.000000,0.000190,-1.065112,0.264988,-0.021489
2024-06-21 05:59:45.305,22.200,,0.244680,0.000381,0.000190,-1.054495,0.259951,-0.021302
2024-06-21 05:59:45.405,22.300,,0.238990,0.000191,0.000000,-1.042423,0.254995,-0.020848
2024-06-21 05:59:45.505,22.400,,0.234250,0.000191,-0.000190,-1.029164,0.249898,-0.020848
2024-06-21 05:59:45.605,22.500,,0.229510,0.000191,0.000190,-1.015396,0.244874,-0.020583
2024-06-21 05:59:45.705,22.600,,0.224760,0.000191,0.000571,-1.001139,0.239923,-0.020023
2024-06-21 05:59:45.805,22.700,,0.219070,0.000191,0.000190,-0.986069,0.234955,-0.020023
2024-06-21 05:59:45.905,22.800,,0.214330,-0.000191,0.000000,-0.970530,0.229904,-0.019721
2024-06-21 05:59:46.005,22.900,,0.209590,0.000191,0.000190,-0.954647,0.224960,-0.019093
2024-06-21 05:59:46.105,23.000,,0.204850,0.000381,0.000190,-0.938602,0.219939,-0.019093
2024-06-21 05:59:46.205,23.100,,0.199160,0.000191,0.000000,-0.922426,0.214974,-0.018772
2024-06-21 05:59:46.305,23.200,,0.194420,0.000191,0.000190,-0.906007,0.209924,-0.018120
2024-06-21 05:59:46.405,23.300,,0.189670,0.000000,0.000190,-0.889557,0.204935,-0.018120
2024-06-21 05:59:46.505,23.400,,0.183980,0.000000,0.000000,-0.873324,0.199930,-0.017791
2024-06-21 05:59:46.605,23.500,,0.179240,0.000191,0.000000,-0.857063,0.194957,-0.017141
2024-06-21 05:59:46.705,23.600,,0.174500,0.000191,0.000000,-0.841041,0.189936,-0.017141
2024-06-21 05:59:46.805,23.700,,0.169760,0.000000,0.000000,-0.825313,0.184951,-0.016506
2024-06-21 05:59:46.905,23.800,,0.165020,0.000000,-0.000190,-0.809879,0.179915,-0.016198
2024-06-21 05:59:47.005,23.900,,0.159330,0.000191,0.000000,-0.794593,0.175041,-0.016198
2024-06-21 05:59:47.105,24.000,,0.154580,-0.000191,-0.000190,-0.779496,0.169918,-0.015590
2024-06-21 05:59:47.205,24.100,,0.148890,0.000191,0.000381,-0.764908,0.164969,-0.015590
2024-06-21 05:59:47.305,24.200,,0.148890,0.000191,0.000000,-0.750900,0.159940,-0.015298
2024-06-21 05:59:47.405,24.300,,0.144150,0.000000,-0.000190,-0.737210,0.154967,-0.014744
2024-06-21 05:59:47.505,24.400,,0.139410,0.000000,-0.000190,-0.723901,0.149878,-0.014744
2024-06-21 05:59:47.605,24.500,,0.134670,0.000000,0.000190,-0.710909,0.144915,-0.014478
2024-06-21 05:59:47.705,24.600,,0.129930,0.000000,0.000000,-0.699156,0.139912,-0.013983
2024-06-21 05:59:47.805,24.700,,0.124240,0.000191,0.000000,-0.688134,0.134933,-0.013983
2024-06-21 05:59:47.905,24.800,,0.119490,0.000000,0.000381,-0.677568,0.129893,-0.013763
2024-06-21 05:59:48.005,24.900,,0.114750,0.000000,0.000190,-0.668273,0.124923,-0.013365
2024-06-21 05:59:48.105,25.000,,0.109060,-0.000191,0.000000,-0.660708,0.119917,-0.013365
2024-06-21 05:59:48.205,25.100,,0.099580,0.000191,0.000190,-0.654831,0.114945,-0.013214
2024-06-21 05:59:48.305,25.200,,0.094840,-0.000191,0.000190,-0.652054,0.109908,-0.013041
2024-06-21 05:59:48.405,25.300,,0.090100,0.000000,0.000000,-0.653098,0.104941,-0.013041
