Format,1,,,,,,,
Emerald Version,3.5.5.0,,,,,,,
Station ID,G21-9800,,,,,,,
Environment,Emerald,,,,,,,
Test Name,CYCLE 3 ~ AN 6BAR 80C, CA 28.5BAR CV,,,,,,,
2024-06-22 05:51:26.805,53.508,,1.267970,0.000000,-0.000190,1.272906,1.279817,0.026426
2024-06-22 05:51:26.905,53.608,,1.263230,0.000191,0.000381,1.230248,1.274731,0.025458
2024-06-22 05:51:27.006,53.709,,1.257540,0.000191,0.000381,1.192363,1.269798,0.024605
2024-06-22 05:51:27.105,53.808,,1.252800,0.000191,0.000571,1.158405,1.264773,0.023847
2024-06-22 05:51:27.205,53.908,,1.248050,0.000000,0.000381,1.128085,1.259819,0.023168
2024-06-22 05:51:27.305,54.008,,1.243310,0.000191,0.000381,1.100716,1.254750,0.022014
2024-06-22 05:51:27.405,54.108,,1.237620,0.000000,0.000190,1.076514,1.249784,0.022014
2024-06-22 05:51:27.505,54.208,,1.228140,-0.000191,0.000190,1.053823,1.244770,0.021530
2024-06-22 05:51:27.605,54.308,,1.223400,0.000191,0.000381,1.033709,1.239827,0.020674
2024-06-22 05:51:27.705,54.408,,1.218650,0.000191,0.000190,1.014955,1.234771,0.020674
2024-06-22 05:51:27.805,54.508,,1.212960,0.000191,0.000190,0.997812,1.229816,0.020299
2024-06-22 05:51:27.905,54.608,,1.208220,0.000191,0.000190,0.982382,1.224778,0.019956
2024-06-22 05:51:28.005,54.708,,1.203480,0.000191,0.000381,0.968500,1.219844,0.019648
2024-06-22 05:51:28.105,54.808,,1.198740,0.000191,0.000190,0.955478,1.214795,0.019370
2024-06-22 05:51:28.205,54.908,,1.193050,0.000191,0.000190,0.943393,1.209784,0.019110
2024-06-22 05:51:28.305,55.008,,1.187360,0.000191,0.000190,0.932383,1.204750,0.018648
2024-06-22 05:51:28.405,55.108,,1.183560,0.000191,0.000000,0.922556,1.199856,0.018648
2024-06-22 05:51:28.506,55.209,,1.177870,0.000191,0.000000,0.913486,1.194755,0.018451
2024-06-22 05:51:28.605,55.308,,1.173130,0.000000,0.000381,0.905127,1.189848,0.018103
2024-06-22 05:51:28.705,55.408,,1.168390,0.000191,0.000190,0.897684,1.184798,0.018103
2024-06-22 05:51:28.805,55.508,,1.162700,0.000191,0.000381,0.890876,1.179856,0.017954
2024-06-22 05:51:28.905,55.608,,1.157960,0.000572,0.000000,0.884457,1.174747,0.017818
2024-06-22 05:51:29.005,55.708,,1.153220,0.000000,0.000190,0.879673,1.169736,0.017689
2024-06-22 05:51:29.105,55.808,,1.148470,0.000191,0.000571,0.873710,1.164764,0.017474
2024-06-22 05:51:29.205,55.908,,1.142780,0.000191,0.000571,0.869578,1.159803,0.017474
2024-06-22 05:51:29.305,56.008,,1.138040,0.000191,0.000762,0.864425,1.154729,0.017392
2024-06-22 05:51:29.405,56.108,,1.133300,0.000381,0.000190,0.860896,1.149814,0.017218
2024-06-22 05:51:29.505,56.208,,1.133300,0.000191,0.000000,0.858185,1.144781,0.017218
2024-06-22 05:51:29.605,56.308,,1.128560,0.000191,0.000381,0.854685,1.139813,0.017094
2024-06-22 05:51:29.705,56.408,,1.122870,0.000191,0.000381,0.852210,1.134791,0.017094
2024-06-22 05:51:29.805,56.508,,1.118130,0.000191,0.000190,0.849277,1.129776,0.016986
2024-06-22 05:51:29.905,56.608,,1.113380,0.000000,0.000381,0.847073,1.124817,0.016986
2024-06-22 05:51:30.005,56.708,,1.108640,0.000381,0.000190,0.845490,1.119868,0.016941
2024-06-22 05:51:30.105,56.808,,1.103900,0.000191,0.000381,0.843237,1.114737,0.016865
2024-06-22 05:51:30.205,56.908,,1.098210,0.000381,0.000571,0.841747,1.109855,0.016865
2024-06-22 05:51:30.305,57.008,,1.093470,0.000191,0.000190,0.836631,1.104790,0.016733
2024-06-22 05:51:30.405,57.108,,1.088730,0.000191,0.000190,0.837153,1.099878,0.016743
2024-06-22 05:51:30.505,57.208,,1.083990,0.000191,0.000190,0.836093,1.094811,0.016743
2024-06-22 05:51:30.605,57.308,,1.078300,0.000191,0.000190,0.833748,1.089775,0.016675
2024-06-22 05:51:30.705,57.408,,1.073550,0.000191,0.000190,0.831949,1.084815,0.016675
2024-06-22 05:51:30.805,57.508,,1.068810,0.000000,0.000190,0.831390,1.079855,0.016639
2024-06-22 05:51:30.905,57.608,,1.063120,0.000000,0.000000,0.829185,1.074741,0.016584
2024-06-22 05:51:31.005,57.708,,1.058380,0.000191,0.000762,0.827993,1.069809,0.016584
2024-06-22 05:51:31.105,57.808,,1.048900,0.000191,0.000381,0.827993,1.069809,0.016560
2024-06-22 05:51:31.205,57.908,,1.043210,0.000191,0.000381,0.822927,1.059814,0.016508
2024-06-22 05:51:31.306,58.009,,1.038460,0.000191,0.000190,0.820522,1.054772,0.016410
2024-06-22 05:51:31.405,58.108,,1.033720,0.000191,0.000571,0.817740,1.049781,0.016355
2024-06-22 05:51:31.505,58.208,,1.028980,0.000191,0.000000,0.815289,1.044798,0.016355
2024-06-22 05:51:31.605,58.308,,1.023290,0.000191,0.000381,0.811961,1.039847,0.016239
2024-06-22 05:51:31.705,58.408,,1.018550,0.000191,0.000381,0.808046,1.034787,0.016161
2024-06-22 05:51:31.805,58.508,,1.013810,0.000381,0.000381,0.805156,1.029820,0.016161
2024-06-22 05:51:31.905,58.608,,1.008120,0.000191,0.000381,0.800679,1.024767,0.016014
2024-06-22 05:51:32.006,58.709,,1.003370,0.000381,0.000571,0.796899,1.019868,0.016014
2024-06-22 05:51:32.105,58.808,,0.998630,0.000191,0.000000,0.792909,1.014763,0.015938
2024-06-22 05:51:32.205,58.908,,0.993890,0.000000,-0.000190,0.787669,1.009819,0.015753
2024-06-22 05:51:32.305,59.008,,0.988200,0.000191,0.000190,0.782998,1.004792,0.015753
2024-06-22 05:51:32.405,59.108,,0.983460,0.000191,0.000000,0.777546,0.999825,0.015551
2024-06-22 05:51:32.505,59.208,,0.978720,0.000381,0.000381,0.771883,0.994784,0.015438
2024-06-22 05:51:32.605,59.308,,0.973030,0.000191,0.000381,0.766844,0.989848,0.015438
2024-06-22 05:51:32.705,59.408,,0.973970,0.000191,0.000190,0.760710,0.984829,0.015214
2024-06-22 05:51:32.805,59.508,,0.968280,0.000191,0.000000,0.754835,0.979859,0.015214
2024-06-22 05:51:32.905,59.608,,0.963540,0.000191,0.000190,0.748525,0.974811,0.014970
2024-06-22 05:51:33.005,59.708,,0.957850,0.000191,0.000381,0.742133,0.969761,0.014970
2024-06-22 05:51:33.105,59.808,,0.953110,-0.000191,0.099992,0.735842,0.964755,0.014717
2024-06-22 05:51:33.205,59.908,,0.948370,-0.002480,-0.001905,0.729204,0.959817,0.014584
2024-06-22 05:51:33.305,60.008,,0.943630,0.000191,0.000381,0.722679,0.954770,0.014584
2024-06-22 05:51:33.405,60.108,,0.937940,0.000191,0.000190,0.716202,0.949812,0.014324
2024-06-22 05:51:33.505,60.208,,0.933190,0.000000,0.000000,0.709360,0.944806,0.014187
2024-06-22 05:51:33.605,60.308,,0.928450,0.000000,0.000381,0.703522,0.939872,0.014187
2024-06-22 05:51:33.705,60.408,,0.923710,0.000000,0.000000,0.696411,0.934731,0.013928
2024-06-22 05:51:33.805,60.508,,0.918970,0.000000,0.000190,0.690707,0.929810,0.013814
2024-06-22 05:51:33.905,60.608,,0.913280,0.000000,0.000190,0.683681,0.924784,0.013814
2024-06-22 05:51:34.005,60.708,,0.908540,0.000191,0.000381,0.677343,0.919882,0.013547
2024-06-22 05:51:34.105,60.808,,0.903800,0.000381,0.000190,0.671175,0.914799,0.013424
2024-06-22 05:51:34.205,60.908,,0.893360,0.000191,0.000000,0.664635,0.909859,0.013424
2024-06-22 05:51:34.306,61.009,,0.888620,0.000000,0.000381,0.658481,0.904847,0.013170
2024-06-22 05:51:34.405,61.108,,0.883880,0.000191,0.000381,0.653321,0.899886,0.013170
2024-06-22 05:51:34.505,61.208,,0.878190,0.000191,0.000190,0.645907,0.894901,0.012918
2024-06-22 05:51:34.605,61.308,,0.873450,0.000000,0.000190,0.640170,0.889849,0.012803
2024-06-22 05:51:34.705,61.408,,0.868710,0.000191,0.000381,0.633631,0.884824,0.012803
2024-06-22 05:51:34.805,61.508,,0.863960,0.000000,0.000190,0.627507,0.879888,0.012550
2024-06-22 05:51:34.905,61.608,,0.858270,0.000000,0.000571,0.621209,0.874865,0.012550
2024-06-22 05:51:35.005,61.708,,0.853530,0.000000,0.000381,0.614929,0.869845,0.012299
2024-06-22 05:51:35.105,61.808,,0.848790,0.000000,0.000381,0.608952,0.864823,0.012179
2024-06-22 05:51:35.205,61.908,,0.844050,0.000000,0.000190,0.602435,0.859884,0.012049
2024-06-22 05:51:35.305,62.008,,0.838360,0.000191,0.000381,0.596049,0.854845,0.011921
2024-06-22 05:51:35.405,62.108,,0.834560,0.000191,0.000190,0.589766,0.849837,0.011921
2024-06-22 05:51:35.505,62.208,,0.828870,0.000000,0.000381,0.583137,0.844857,0.011663
2024-06-22 05:51:35.605,62.308,,0.823180,0.000191,0.000190,0.577511,0.839902,0.011550
2024-06-22 05:51:35.705,62.408,,0.818440,0.000000,0.000571,0.570186,0.834819,0.011550
2024-06-22 05:51:35.805,62.508,,0.813700,0.000000,0.000190,0.563962,0.829874,0.011279
2024-06-22 05:51:35.905,62.608,,0.809910,0.000000,0.000381,0.557780,0.824852,0.011156
2024-06-22 05:51:36.005,62.708,,0.808960,-0.000191,0.000381,0.551134,0.819871,0.011156
2024-06-22 05:51:36.105,62.808,,0.803270,0.000191,0.000571,0.545036,0.814833,0.010901
2024-06-22 05:51:36.205,62.908,,0.798530,-0.000191,0.000190,0.537872,0.809791,0.010757
2024-06-22 05:51:36.305,63.008,,0.793780,0.000191,0.000190,0.531143,0.804841,0.010757
2024-06-22 05:51:36.405,63.108,,0.789040,0.000000,0.000381,0.524777,0.799866,0.010496
2024-06-22 05:51:36.505,63.208,,0.783350,0.000191,0.000190,0.524777,0.799866,0.010496
2024-06-22 05:51:36.605,63.308,,0.778610,0.000000,0.000190,0.511011,0.789863,0.010220
2024-06-22 05:51:36.705,63.408,,0.773870,-0.000191,0.000190,0.504351,0.784851,0.010220
2024-06-22 05:51:36.805,63.508,,0.769130,-0.000191,0.000190,0.496925,0.779880,0.009939
2024-06-22 05:51:36.905,63.608,,0.763440,-0.000191,0.000190,0.490917,0.774864,0.009818
2024-06-22 05:51:37.005,63.708,,0.758700,-0.000191,0.000000,0.483653,0.769843,0.009673
2024-06-22 05:51:37.105,63.808,,0.753950,-0.000191,0.000381,0.476672,0.764790,0.009533
2024-06-22 05:51:37.205,63.908,,0.743520,-0.000191,0.000381,0.469999,0.759863,0.009400
2024-06-22 05:51:37.305,64.008,,0.738780,-0.000191,0.000190,0.462741,0.754821,0.009255
2024-06-22 05:51:37.405,64.108,,0.734040,0.000000,0.000190,0.455614,0.749849,0.009112
2024-06-22 05:51:37.505,64.208,,0.734040,0.000000,0.000190,0.447866,0.744802,0.008957
2024-06-22 05:51:37.605,64.308,,0.728350,0.000000,0.000190,0.440535,0.739884,0.008811
2024-06-22 05:51:37.705,64.408,,0.718860,0.000000,0.000190,0.433115,0.734831,0.008662
2024-06-22 05:51:37.805,64.508,,0.713170,0.000000,0.000190,0.425023,0.729844,0.008500
2024-06-22 05:51:37.905,64.608,,0.708430,-0.000191,0.000381,0.417312,0.724841,0.008346
2024-06-22 05:51:38.005,64.708,,0.703690,0.000000,0.000381,0.409051,0.719869,0.008181
2024-06-22 05:51:38.105,64.808,,0.698950,0.000000,0.000571,0.400057,0.714870,0.008181
2024-06-22 05:51:38.205,64.908,,0.693260,-0.000191,-0.000190,0.392246,0.709873,0.007845
2024-06-22 05:51:38.305,65.008,,0.688520,0.000000,0.000190,0.382236,0.704817,0.007645
2024-06-22 05:51:38.405,65.108,,0.683770,-0.000191,0.000000,0.373191,0.699897,0.007645
2024-06-22 05:51:38.505,65.208,,0.679030,0.000000,0.000381,0.360095,0.694861,0.007202
2024-06-22 05:51:38.605,65.308,,0.673340,-0.000191,0.000381,0.351392,0.689860,0.007028
2024-06-22 05:51:38.705,65.408,,0.668600,-0.000191,0.000381,0.340554,0.684853,0.006811
2024-06-22 05:51:38.805,65.508,,0.663860,0.000000,0.000190,0.328935,0.679891,0.006579
2024-06-22 05:51:38.905,65.608,,0.659120,0.000000,0.000000,0.316187,0.674882,0.006324
2024-06-22 05:51:39.005,65.708,,0.653430,-0.000191,0.000000,0.302852,0.669882,0.006057
2024-06-22 05:51:39.105,65.808,,0.648680,-0.000191,0.000190,0.288148,0.664841,0.006057
2024-06-22 05:51:39.205,65.908,,0.648680,-0.000191,0.000000,0.273466,0.659884,0.005469
2024-06-22 05:51:39.305,66.008,,0.643940,0.000000,-0.000190,0.257392,0.654809,0.005148
2024-06-22 05:51:39.405,66.108,,0.639200,-0.000191,0.000381,0.240289,0.649850,0.004806
2024-06-22 05:51:39.505,66.208,,0.633510,-0.000191,0.000190,0.221640,0.644833,0.004433
2024-06-22 05:51:39.605,66.308,,0.628770,-0.000191,0.000190,0.202318,0.639889,0.004046
2024-06-22 05:51:39.705,66.408,,0.624030,-0.000191,0.000381,0.181811,0.634860,0.003636
2024-06-22 05:51:39.805,66.508,,0.619280,-0.000191,0.000381,0.159910,0.629856,0.003198
2024-06-22 05:51:39.905,66.608,,0.614540,-0.000191,0.000000,0.136427,0.624869,0.002729
2024-06-22 05:51:40.005,66.708,,0.608850,-0.000191,0.000381,0.111804,0.619885,0.002236
2024-06-22 05:51:40.105,66.808,,0.604110,-0.000381,0.000381,0.085377,0.614842,0.001708
2024-06-22 05:51:40.205,66.908,,0.598420,0.000000,0.000190,0.057939,0.609853,0.001708
2024-06-22 05:51:40.305,67.008,,0.594630,-0.000191,0.000571,0.028523,0.604819,0.000570
2024-06-22 05:51:40.405,67.108,,0.588940,0.000191,0.000000,-0.001687,0.599889,-0.000034
2024-06-22 05:51:40.505,67.208,,0.583250,-0.000381,0.000000,-0.033941,0.594867,-0.000679
2024-06-22 05:51:40.605,67.308,,0.579450,-0.000191,0.000190,-0.067866,0.589861,-0.001357
2024-06-22 05:51:40.705,67.408,,0.573760,-0.000191,0.000190,-0.102854,0.584915,-0.002057
2024-06-22 05:51:40.805,67.508,,0.564280,-0.000191,0.000381,-0.139351,0.579904,-0.002787
2024-06-22 05:51:40.905,67.608,,0.559540,-0.000191,0.000381,-0.177475,0.574913,-0.003549
2024-06-22 05:51:41.005,67.708,,0.553850,-0.000191,0.000381,-0.216028,0.569892,-0.004321
2024-06-22 05:51:41.105,67.808,,0.549110,-0.000191,0.000190,-0.256392,0.564874,-0.005128
2024-06-22 05:51:41.205,67.908,,0.544360,0.000000,0.000190,-0.297781,0.559884,-0.005956
2024-06-22 05:51:41.305,68.008,,0.538670,-0.000381,0.000381,-0.339873,0.554831,-0.006797
2024-06-22 05:51:41.405,68.108,,0.533930,-0.000381,0.000000,-0.382850,0.549888,-0.007657
2024-06-22 05:51:41.505,68.208,,0.529190,-0.000191,0.000381,-0.426441,0.544869,-0.008529
2024-06-22 05:51:41.605,68.308,,0.524450,-0.000381,0.000190,-0.470766,0.539892,-0.009415
2024-06-22 05:51:41.705,68.408,,0.518760,0.000000,0.000190,-0.514836,0.534928,-0.010297
2024-06-22 05:51:41.805,68.508,,0.514020,-0.000381,0.000190,-0.558323,0.529867,-0.011166
2024-06-22 05:51:41.905,68.608,,0.509270,-0.000191,0.000381,-0.602376,0.524898,-0.012048
2024-06-22 05:51:42.005,68.708,,0.504530,-0.000381,0.000190,-0.645064,0.519906,-0.012901
2024-06-22 05:51:42.105,68.808,,0.499790,0.000000,0.000190,-0.688129,0.514899,-0.013763
2024-06-22 05:51:42.205,68.908,,0.494100,-0.000191,0.000381,-0.729320,0.509905,-0.014586
2024-06-22 05:51:42.305,69.008,,0.489360,-0.000191,0.000381,-0.769250,0.504965,-0.015385
2024-06-22 05:51:42.405,69.108,,0.489360,0.000191,0.000381,-0.807981,0.499896,-0.016160
2024-06-22 05:51:42.506,69.209,,0.483670,-0.000191,0.000190,-0.843955,0.494988,-0.016879
2024-06-22 05:51:42.605,69.308,,0.478930,-0.000191,0.000571,-0.879411,0.489940,-0.017588
2024-06-22 05:51:42.705,69.408,,0.474180,-0.000191,0.000190,-0.912473,0.484952,-0.017588
2024-06-22 05:51:42.805,69.508,,0.469440,0.000000,0.000190,-0.941963,0.479952,-0.018839
2024-06-22 05:51:42.905,69.608,,0.463750,-0.000381,0.000381,-0.969656,0.475021,-0.019393
2024-06-22 05:51:43.005,69.708,,0.459010,-0.000191,0.000190,-0.994070,0.469967,-0.019393
2024-06-22 05:51:43.105,69.808,,0.454270,-0.000191,0.000190,-1.015896,0.465007,-0.019881
2024-06-22 05:51:43.205,69.908,,0.449530,0.000000,0.000381,-1.034879,0.459940,-0.020318
2024-06-22 05:51:43.305,70.008,,0.444780,0.000000,0.000381,-1.050405,0.455002,-0.020698
2024-06-22 05:51:43.405,70.108,,0.439090,0.000000,0.000381,-1.062502,0.449890,-0.021008
2024-06-22 05:51:43.505,70.208,,0.434350,0.000000,0.000381,-1.071865,0.444943,-0.021250
2024-06-22 05:51:43.605,70.308,,0.429610,0.000000,0.000381,-1.077806,0.439934,-0.021437
2024-06-22 05:51:43.705,70.408,,0.419180,-0.000191,0.000381,-1.081104,0.435007,-0.021556
2024-06-22 05:51:43.805,70.508,,0.414440,-0.000191,0.000000,-1.080018,0.429929,-0.021622
2024-06-22 05:51:43.905,70.608,,0.409700,-0.000381,0.000381,-1.077027,0.424994,-0.021600
2024-06-22 05:51:44.005,70.708,,0.404010,-0.000191,0.000000,-1.071369,0.419953,-0.021541
2024-06-22 05:51:44.105,70.808,,0.399260,-0.000191,0.000381,-1.062917,0.414998,-0.021427
2024-06-22 05:51:44.205,70.908,,0.394520,-0.000191,0.000571,-1.052673,0.409912,-0.021258
2024-06-22 05:51:44.305,71.008,,0.388830,0.000000,0.000381,-1.039376,0.404926,-0.021053
2024-06-22 05:51:44.405,71.108,,0.384090,0.000000,-0.000190,-1.024244,0.399912,-0.020788
2024-06-22 05:51:44.505,71.208,,0.379350,0.000000,0.000381,-1.007681,0.394975,-0.020485
2024-06-22 05:51:44.605,71.308,,0.374610,0.000191,0.000381,-0.988892,0.389925,-0.020154
2024-06-22 05:51:44.705,71.408,,0.368920,0.000191,0.000190,-0.970301,0.384955,-0.019778
2024-06-22 05:51:44.805,71.508,,0.364170,0.000000,0.000190,-0.949612,0.379954,-0.019406
2024-06-22 05:51:44.905,71.608,,0.359430,0.000191,0.000000,-0.928894,0.375030,-0.018992
2024-06-22 05:51:45.005,71.708,,0.354690,-0.000191,0.000190,-0.908082,0.369962,-0.018578
2024-06-22 05:51:45.105,71.808,,0.349000,0.000000,0.000381,-0.887057,0.364952,-0.018162
2024-06-22 05:51:45.205,71.908,,0.344260,0.000000,0.000381,-0.866583,0.359919,-0.017741
2024-06-22 05:51:45.305,72.008,,0.338570,0.000000,0.000381,-0.846768,0.354937,-0.017332
2024-06-22 05:51:45.405,72.108,,0.334770,0.000000,0.000000,-0.827622,0.349889,-0.016935
2024-06-22 05:51:45.505,72.208,,0.329080,0.000000,0.000190,-0.810374,0.344933,-0.016552
2024-06-22 05:51:45.605,72.308,,0.329080,0.000191,0.000190,-0.795183,0.339910,-0.016207
2024-06-22 05:51:45.705,72.408,,0.324340,0.000000,-0.000190,-0.781368,0.334946,-0.015904
2024-06-22 05:51:45.805,72.508,,0.319600,0.000191,0.000381,-0.769011,0.329913,-0.015627
2024-06-22 05:51:45.905,72.608,,0.314860,0.000000,0.000381,-0.757578,0.324905,-0.015380
2024-06-22 05:51:46.005,72.708,,0.309170,0.000000,0.000381,-0.747167,0.319934,-0.015152
2024-06-22 05:51:46.105,72.808,,0.304430,0.000000,0.000000,-0.737762,0.314952,-0.014943
2024-06-22 05:51:46.205,72.908,,0.299680,0.000191,0.000190,-0.729231,0.309900,-0.014755
2024-06-22 05:51:46.306,73.009,,0.294940,0.000000,0.000190,-0.722917,0.304988,-0.014585
2024-06-22 05:51:46.405,73.108,,0.289250,0.000000,0.000190,-0.718574,0.299948,-0.014458
2024-06-22 05:51:46.505,73.208,,0.284510,0.000000,0.000190,-0.717603,0.294997,-0.014371
2024-06-22 05:51:46.605,73.308,,0.279770,0.000191,0.000190,-0.720957,0.289953,-0.014352
2024-06-22 05:51:46.705,73.408,,0.269340,0.000381,0.000190,-0.727477,0.284942,-0.014419
2024-06-22 05:51:46.805,73.508,,0.269340,0.000191,0.000381,-0.739020,0.279964,-0.014550
2024-06-22 05:51:46.905,73.608,,0.263650,0.000000,0.000000,-0.754781,0.275020,-0.014780
2024-06-22 05:51:47.005,73.708,,0.258900,0.000191,0.000381,-0.774809,0.269907,-0.015096
2024-06-22 05:51:47.105,73.808,,0.254160,0.000000,0.000000,-0.798622,0.264998,-0.015496
2024-06-22 05:51:47.205,73.908,,0.249420,0.000000,0.000190,-0.825446,0.259966,-0.015972
2024-06-22 05:51:47.305,74.008,,0.243730,0.000191,0.000381,-0.854551,0.254997,-0.016509
2024-06-22 05:51:47.405,74.108,,0.234250,0.000191,0.000381,-0.883794,0.249910,-0.017091
2024-06-22 05:51:47.505,74.208,,0.229510,0.000191,0.000190,-0.912364,0.244886,-0.017676
2024-06-22 05:51:47.605,74.308,,0.224760,0.000191,0.000381,-0.939119,0.239936,-0.018247
2024-06-22 05:51:47.705,74.408,,0.219070,0.000191,0.000381,-0.962791,0.234973,-0.018782
2024-06-22 05:51:47.805,74.508,,0.214330,0.000191,0.000190,-0.982478,0.229934,-0.019256
2024-06-22 05:51:47.905,74.608,,0.209590,0.000191,0.000381,-0.998002,0.224989,-0.019650
2024-06-22 05:51:48.005,74.708,,0.204850,0.000191,0.000190,-1.009768,0.219960,-0.019960
2024-06-22 05:51:48.105,74.808,,0.200110,0.000191,0.000000,-1.018364,0.214995,-0.020195
2024-06-22 05:51:48.205,74.908,,0.194420,0.000191,0.000190,-1.023775,0.209950,-0.020367
2024-06-22 05:51:48.305,75.008,,0.189670,0.000191,0.000190,-1.028136,0.204944,-0.020475
2024-06-22 05:51:48.405,75.108,,0.184930,0.000381,0.000381,-1.028136,0.204944,-0.020563
2024-06-22 05:51:48.505,75.208,,0.179240,0.000191,0.000381,-1.034976,0.195008,-0.020625
2024-06-22 05:51:48.605,75.308,,0.174500,0.000191,0.000381,-1.039728,0.189966,-0.020700
2024-06-22 05:51:48.705,75.408,,0.169760,0.000191,0.000000,-1.045890,0.184986,-0.020795
2024-06-22 05:51:48.805,75.508,,0.165020,0.000191,0.000190,-1.053313,0.179940,-0.020918
2024-06-22 05:51:48.905,75.608,,0.164070,0.000000,0.000381,-1.062780,0.175062,-0.021066
2024-06-22 05:51:49.005,75.708,,0.160270,0.000191,0.000381,-1.074885,0.169956,-0.021256
2024-06-22 05:51:49.105,75.808,,0.154580,0.000000,0.000190,-1.088366,0.164998,-0.021498
2024-06-22 05:51:49.206,75.909,,0.149840,0.000191,0.000381,-1.102321,0.159982,-0.021767
2024-06-22 05:51:49.305,76.008,,0.145100,0.000000,0.000381,-1.117433,0.155006,-0.022046
2024-06-22 05:51:49.405,76.108,,0.139410,0.000191,0.000571,-1.130912,0.149912,-0.022349
2024-06-22 05:51:49.505,76.208,,0.134670,0.000191,0.000000,-1.142732,0.144980,-0.022618
2024-06-22 05:51:49.605,76.308,,0.129930,0.000191,0.000190,-1.152715,0.139952,-0.022855
2024-06-22 05:51:49.705,76.408,,0.124240,0.000572,0.000000,-1.160573,0.134984,-0.023054
2024-06-22 05:51:49.805,76.508,,0.119490,0.000191,0.000381,-1.165959,0.129930,-0.023211
2024-06-22 05:51:49.905,76.608,,0.114750,0.000381,0.000000,-1.169075,0.124945,-0.023319
2024-06-22 05:51:50.005,76.708,,0.110010,0.000381,0.000381,-1.170462,0.119955,-0.023382
2024-06-22 05:51:50.106,76.809,,0.104320,-0.000191,0.000190,-1.171878,0.115001,-0.023409
2024-06-22 05:51:50.205,76.908,,0.099580,0.000191,0.000190,-1.173071,0.109954,-0.023438
2024-06-22 05:51:50.305,77.008,,0.090100,0.000191,0.000190,-1.175770,0.104987,-0.023461
2024-06-22 05:51:50.405,77.108,,0.084400,0.000191,0.000000,-1.179976,0.100001,-0.023515
2024-06-22 05:51:50.505,77.208,,0.079660,0.000191,0.000000,-1.184333,0.095068,-0.023600
2024-06-22 05:51:50.605,77.308,,0.073970,0.000191,0.000190,-1.190840,0.089933,-0.023687
2024-06-22 05:51:50.705,77.408,,0.070180,0.000000,0.000190,-1.197385,0.085025,-0.023817
2024-06-22 05:51:50.805,77.508,,0.064490,0.000381,0.000190,-1.205367,0.080004,-0.023948
2024-06-22 05:51:50.905,77.608,,0.059750,0.000191,0.000190,-1.214610,0.075075,-0.024107
2024-06-22 05:51:51.005,77.708,,0.054060,0.000191,0.000190,-1.223080,0.070003,-0.024292
2024-06-22 05:51:51.105,77.808,,0.049320,0.000191,0.000190,-1.223080,0.070003,-0.024462
2024-06-22 05:51:51.206,77.909,,0.044570,0.000191,0.000190,-1.241731,0.060044,-0.024652
2024-06-22 05:51:51.305,78.008,,0.039830,0.000572,0.000381,-1.251570,0.055073,-0.024835
2024-06-22 05:51:51.405,78.108,,0.044570,0.000381,0.000571,-1.261841,0.049999,-0.025031
2024-06-22 05:51:51.505,78.208,,0.049320,0.000191,0.000381,-0.480749,0.055023,-0.025237
2024-06-22 05:51:51.605,78.308,,0.054060,0.000381,0.000190,-0.183490,0.059969,-0.009615
2024-06-22 05:51:51.705,78.408,,0.059750,0.000381,0.000571,0.030466,0.064965,-0.003670
2024-06-22 05:51:51.805,78.508,,0.064490,0.000381,0.000190,0.207790,0.069907,0.000609
2024-06-22 05:51:51.906,78.609,,0.069230,0.000191,0.000381,0.362057,0.074992,0.004156
2024-06-22 05:51:52.005,78.708,,0.074920,0.000191,0.000381,0.501352,0.079904,0.007241
2024-06-22 05:51:52.105,78.808,,0.074920,0.000191,0.000381,0.628777,0.084915,0.010027
2024-06-22 05:51:52.205,78.908,,0.079660,0.000191,0.000381,0.745057,0.089851,0.012576
2024-06-22 05:51:52.305,79.008,,0.084400,0.000191,0.000381,0.855322,0.094963,0.014901
2024-06-22 05:51:52.405,79.108,,0.090100,0.000191,0.000571,0.957903,0.099884,0.017106
2024-06-22 05:51:52.505,79.208,,0.094840,0.000191,0.000190,1.055385,0.104858,0.019158
2024-06-22 05:51:52.605,79.308,,0.099580,0.000000,0.000381,1.148064,0.109846,0.021108
2024-06-22 05:51:52.705,79.408,,0.104320,0.000381,0.000381,1.236442,0.114854,0.022961
2024-06-22 05:51:52.805,79.508,,0.109060,0.000381,0.000381,1.321978,0.119854,0.024729
2024-06-22 05:51:52.905,79.608,,0.114750,0.000191,0.000381,1.404055,0.124822,0.026440
2024-06-22 05:51:53.005,79.708,,0.119490,0.000381,0.000190,1.484697,0.129797,0.028081
2024-06-22 05:51:53.105,79.808,,0.124240,0.000191,0.000571,1.562909,0.134813,0.029694
2024-06-22 05:51:53.205,79.908,,0.129930,0.000572,0.000190,1.639709,0.139828,0.031258
2024-06-22 05:51:53.305,80.008,,0.139410,0.000191,0.000190,1.714545,0.144783,0.032794
2024-06-22 05:51:53.405,80.108,,0.144150,0.000191,0.000000,1.786758,0.149803,0.034291
2024-06-22 05:51:53.505,80.208,,0.149840,0.000191,0.000190,1.856685,0.154808,0.037134
2024-06-22 05:51:53.605,80.308,,0.154580,-0.028608,-0.026283,1.924090,0.159842,0.037134
2024-06-22 05:51:53.705,80.408,,0.159330,-0.000381,-0.000381,1.986915,0.164835,0.038482
2024-06-22 05:51:53.805,80.508,,0.159330,0.000191,0.000571,2.046231,0.169789,0.039738
