Format,1,,,,,,,
Emerald Version,3.5.5.0,,,,,,,
Station ID,G21-9800,,,,,,,
Environment,Emerald,,,,,,,
Test Name,AN 0BAR, CA 0BAR CV,,,,,,,
User Name,OB,,,,,,,
Comment,CV Logger,,,,,,,
Test Channel,System,,,,,,,
Logger Name,Process_Data,,,,,,,
Profile Name,CV.ini,,,,,,,
Number Of Tags,6,,,,,,,
Initial Log Rate,100 ms,,,,,,,
Start Time,2024-06-20 08:19:20,,,,,,,
-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~
,,,Voltage,Cell Voltage 001,Cell Voltage 002,Gamry-01.Current,Gamry-01.Voltage,Gamry-01.current_density
,s,,V,V,V,A,V,A/cm?
Time Stamp,Elapsed Time,File Mark,voltage,cell_voltage_001,cell_voltage_002,Gamry-01.current,Gamry-01.voltage,Gamry-01.current_density
2024-06-20 08:20:05.705,45.600,,0.993890,-0.000381,0.000190,2.324713,0.999746,0.046494
2024-06-20 08:20:05.805,45.700,,0.998630,-0.000381,0.000381,2.365264,1.004725,0.047305
2024-06-20 08:20:05.905,45.800,,1.003370,-0.000381,0.000190,2.342687,1.009735,0.046854
2024-06-20 08:20:06.005,45.900,,1.008120,0.000000,0.000000,2.346323,1.019783,0.047070
2024-06-20 08:20:06.105,46.000,,1.013810,-0.000381,0.000762,2.346323,1.019783,0.046926
2024-06-20 08:20:06.205,46.100,,1.018550,-0.000381,0.000381,2.405299,1.024705,0.048106
2024-06-20 08:20:06.305,46.200,,1.023290,-0.000191,0.000000,2.355763,1.029757,0.047115
2024-06-20 08:20:06.405,46.300,,1.028030,-0.000191,0.000381,2.381195,1.034726,0.047624
2024-06-20 08:20:06.505,46.400,,1.033720,-0.000191,0.000571,2.419923,1.039766,0.048398
2024-06-20 08:20:06.606,46.501,,1.038460,0.000000,0.000190,2.424305,1.044733,0.048486
2024-06-20 08:20:06.705,46.600,,1.043210,0.000000,0.000000,2.421817,1.049703,0.048436
2024-06-20 08:20:06.805,46.700,,1.048900,-0.000191,0.000381,2.435723,1.054705,0.048714
2024-06-20 08:20:06.905,46.800,,1.053640,-0.000381,0.000190,2.447077,1.059740,0.048942
2024-06-20 08:20:07.005,46.900,,1.058380,-0.000191,0.000190,2.458503,1.064688,0.049170
2024-06-20 08:20:07.105,47.000,,1.063120,-0.000191,0.000190,2.481080,1.074680,0.048220
2024-06-20 08:20:07.205,47.100,,1.067860,0.000000,0.000190,2.481080,1.074680,0.049622
2024-06-20 08:20:07.305,47.200,,1.073550,0.000000,0.000190,2.535249,1.079772,0.050705
2024-06-20 08:20:07.405,47.300,,1.078300,-0.000191,0.000190,2.512551,1.089683,0.050382
2024-06-20 08:20:07.505,47.400,,1.083040,-0.000381,0.000190,2.512551,1.089683,0.050251
2024-06-20 08:20:07.605,47.500,,1.088730,-0.000191,0.000190,2.527251,1.094734,0.050545
2024-06-20 08:20:07.705,47.600,,1.093470,-0.000191,0.000190,2.536319,1.099788,0.050726
2024-06-20 08:20:07.805,47.700,,1.098210,-0.000191,0.000190,2.520209,1.104713,0.050404
2024-06-20 08:20:07.905,47.800,,1.102950,-0.000191,0.000190,2.548816,1.109773,0.050976
2024-06-20 08:20:08.005,47.900,,1.108640,0.000000,0.000381,2.619437,1.114676,0.052389
2024-06-20 08:20:08.105,48.000,,1.113380,-0.000381,0.000190,2.568109,1.119776,0.051362
2024-06-20 08:20:08.205,48.100,,1.118130,-0.000381,0.000190,2.583649,1.124738,0.051673
2024-06-20 08:20:08.305,48.200,,1.122870,0.000000,0.000190,2.545221,1.129687,0.050904
2024-06-20 08:20:08.405,48.300,,1.128560,-0.000191,0.000000,2.634129,1.134702,0.052683
2024-06-20 08:20:08.505,48.400,,1.132350,0.000000,0.000381,2.607266,1.144708,0.052320
2024-06-20 08:20:08.605,48.500,,1.138040,-0.000381,0.000190,2.607266,1.144708,0.052145
2024-06-20 08:20:08.705,48.600,,1.142780,-0.000191,0.000381,2.582790,1.149741,0.051656
2024-06-20 08:20:08.805,48.700,,1.147530,-0.000191,0.000190,2.582842,1.154656,0.051657
2024-06-20 08:20:08.905,48.800,,1.153220,-0.000191,0.000381,2.689333,1.159709,0.053787
2024-06-20 08:20:09.005,48.900,,1.157960,-0.000191,0.000190,2.645955,1.164683,0.052919
2024-06-20 08:20:09.105,49.000,,1.163650,-0.000191,0.000190,2.642264,1.169646,0.052845
2024-06-20 08:20:09.205,49.100,,1.168390,-0.000191,0.000190,2.617599,1.174665,0.052352
2024-06-20 08:20:09.305,49.200,,1.173130,-0.000191,0.000381,2.637846,1.179763,0.052757
2024-06-20 08:20:09.405,49.300,,1.177870,-0.000191,0.000571,2.680183,1.184725,0.053604
2024-06-20 08:20:09.505,49.400,,1.183560,0.000000,0.000000,2.637638,1.189764,0.052753
2024-06-20 08:20:09.606,49.501,,1.188310,0.000000,0.000190,2.661955,1.199766,0.052666
2024-06-20 08:20:09.705,49.600,,1.193050,-0.000191,0.000190,2.661955,1.199766,0.053239
2024-06-20 08:20:09.805,49.700,,1.198740,-0.000191,0.000190,2.674902,1.204676,0.053498
2024-06-20 08:20:09.905,49.800,,1.203480,0.000000,0.000190,2.666953,1.209692,0.053339
2024-06-20 08:20:10.005,49.900,,1.208220,-0.000191,0.000381,2.712701,1.214711,0.054254
2024-06-20 08:20:10.105,50.000,,1.212960,0.000191,0.000190,2.669808,1.219751,0.053396
2024-06-20 08:20:10.205,50.100,,1.217710,0.000000,0.000381,2.700939,1.224696,0.054019
2024-06-20 08:20:10.305,50.200,,1.222450,-0.000191,0.000190,2.653266,1.229733,0.053065
2024-06-20 08:20:10.405,50.300,,1.228140,0.000000,0.000190,2.736472,1.234682,0.054729
2024-06-20 08:20:10.505,50.400,,1.232880,-0.000191,0.000190,2.715805,1.239737,0.054316
2024-06-20 08:20:10.605,50.500,,1.237620,0.000000,0.000000,2.683723,1.244685,0.053674
2024-06-20 08:20:10.705,50.600,,1.243310,0.000000,0.000381,2.730228,1.254664,0.055196
2024-06-20 08:20:10.805,50.700,,1.248050,0.000000,0.000000,2.730228,1.254664,0.054605
2024-06-20 08:20:10.905,50.800,,1.252800,-0.000191,0.000000,2.778397,1.259721,0.055568
2024-06-20 08:20:11.005,50.900,,1.257540,0.000000,0.000381,2.796157,1.269722,0.055321
2024-06-20 08:20:11.105,51.000,,1.263230,0.000000,0.000381,2.796157,1.269722,0.055923
2024-06-20 08:20:11.205,51.100,,1.267970,0.000000,0.000190,2.796847,1.274658,0.055937
2024-06-20 08:20:11.305,51.200,,1.272710,-0.000381,0.000000,2.834799,1.279731,0.056696
2024-06-20 08:20:11.405,51.300,,1.278400,-0.000191,0.000381,2.872332,1.284723,0.057447
2024-06-20 08:20:11.505,51.400,,1.283140,-0.000191,0.000190,2.830496,1.289732,0.056610
2024-06-20 08:20:11.605,51.500,,1.292630,0.000000,0.000190,2.866162,1.294693,0.057323
2024-06-20 08:20:11.705,51.600,,1.292630,0.000000,0.000571,2.949674,1.299772,0.058993
2024-06-20 08:20:11.805,51.700,,1.294520,-0.000191,-0.000381,2.976774,1.309740,0.059535
2024-06-20 08:20:11.905,51.800,,1.297370,0.000000,0.000381,2.976774,1.309740,0.059535
2024-06-20 08:20:12.005,51.900,,1.303060,-0.000191,0.000190,2.988901,1.314687,0.059778
2024-06-20 08:20:12.105,52.000,,1.307800,0.000000,0.000190,3.077044,1.324673,0.060452
2024-06-20 08:20:12.206,52.101,,1.318230,0.000000,0.000381,3.077044,1.324673,0.061541
2024-06-20 08:20:12.305,52.200,,1.322970,0.000000,0.000381,3.090276,1.329669,0.061806
2024-06-20 08:20:12.405,52.300,,1.327720,0.000000,0.000190,3.129590,1.334633,0.062592
2024-06-20 08:20:12.505,52.400,,1.332460,0.000000,0.000190,3.191203,1.339675,0.063824
2024-06-20 08:20:12.605,52.500,,1.338150,-0.000191,0.000381,3.219924,1.344616,0.064398
2024-06-20 08:20:12.705,52.600,,1.333410,0.000000,0.000381,3.212671,1.349694,0.064253
2024-06-20 08:20:12.805,52.700,,1.328660,0.000000,0.000571,-0.594467,1.344803,-0.011889
2024-06-20 08:20:12.905,52.800,,1.322970,0.000000,0.000381,-1.693744,1.339902,-0.033875
2024-06-20 08:20:13.005,52.900,,1.318230,0.000000,0.000190,-2.200406,1.334920,-0.044008
2024-06-20 08:20:13.105,53.000,,1.312540,0.000000,0.000381,-2.446751,1.329932,-0.048935
2024-06-20 08:20:13.205,53.100,,1.307800,-0.000191,0.000190,-2.647909,1.319919,-0.052958
2024-06-20 08:20:13.305,53.200,,1.303060,0.000000,0.000000,-2.647909,1.319919,-0.052958
2024-06-20 08:20:13.405,53.300,,1.298320,-0.000191,0.000190,-2.639416,1.314982,-0.052788
2024-06-20 08:20:13.505,53.400,,1.293580,0.000000,0.000381,-2.722626,1.305022,-0.054453
2024-06-20 08:20:13.605,53.500,,1.287880,0.000000,0.000190,-2.722626,1.305022,-0.054453
2024-06-20 08:20:13.705,53.600,,1.283140,0.000000,0.000381,-2.700232,1.299983,-0.054005
2024-06-20 08:20:13.805,53.700,,1.278400,-0.000191,0.000381,-2.724821,1.295038,-0.054496
2024-06-20 08:20:13.905,53.800,,1.273660,0.000000,0.000190,-2.676479,1.289987,-0.053530
2024-06-20 08:20:14.005,53.900,,1.267970,0.000191,0.000381,-2.706391,1.284976,-0.054128
2024-06-20 08:20:14.105,54.000,,1.263230,0.000000,0.000190,-2.753146,1.279948,-0.055063
2024-06-20 08:20:14.205,54.100,,1.258490,-0.000191,-0.000190,-2.686644,1.274990,-0.053733
2024-06-20 08:20:14.305,54.200,,1.253740,-0.000191,0.000381,-2.655069,1.269910,-0.053101
2024-06-20 08:20:14.405,54.300,,1.248050,-0.000191,0.000381,-2.634365,1.264976,-0.053101
2024-06-20 08:20:14.505,54.400,,1.243310,0.000000,0.000381,-2.679472,1.259952,-0.052687
2024-06-20 08:20:14.606,54.501,,1.238570,-0.000191,0.000190,-2.633628,1.254972,-0.053589
2024-06-20 08:20:14.705,54.600,,1.232880,-0.000191,0.000190,-2.622664,1.249954,-0.052673
2024-06-20 08:20:14.805,54.700,,1.228140,-0.000191,0.000190,-2.624237,1.244932,-0.052453
2024-06-20 08:20:14.905,54.800,,1.223400,0.000000,0.000000,-2.581812,1.234978,-0.052485
2024-06-20 08:20:15.005,54.900,,1.218650,0.000000,0.000000,-2.581812,1.234978,-0.051636
2024-06-20 08:20:15.105,55.000,,1.218650,0.000000,0.000190,-2.573843,1.229920,-0.051636
2024-06-20 08:20:15.205,55.100,,1.208220,-0.000191,0.000190,-2.595313,1.224987,-0.051477
2024-06-20 08:20:15.305,55.200,,1.203480,-0.000191,0.000000,-2.549520,1.219933,-0.050990
2024-06-20 08:20:15.405,55.300,,1.198740,-0.000191,0.000190,-2.555452,1.214979,-0.050990
2024-06-20 08:20:15.505,55.400,,1.193050,0.000000,0.000000,-2.574521,1.209938,-0.051109
2024-06-20 08:20:15.605,55.500,,1.188310,-0.000381,0.000190,-2.547705,1.204924,-0.050954
2024-06-20 08:20:15.706,55.601,,1.183560,-0.000191,0.000381,-2.565688,1.199960,-0.050954
2024-06-20 08:20:15.805,55.700,,1.177870,0.000000,0.000190,-2.496457,1.195006,-0.051314
2024-06-20 08:20:15.905,55.800,,1.173130,0.000000,0.000190,-2.519165,1.189967,-0.050383
2024-06-20 08:20:16.005,55.900,,1.168390,-0.000381,0.000190,-2.538077,1.184999,-0.050383
2024-06-20 08:20:16.105,56.000,,1.163650,-0.000191,0.000381,-2.520147,1.179956,-0.050762
2024-06-20 08:20:16.205,56.100,,1.158910,-0.000191,0.000190,-2.501977,1.174966,-0.050403
2024-06-20 08:20:16.305,56.200,,1.153220,-0.000191,0.000571,-2.525526,1.164927,-0.050040
2024-06-20 08:20:16.405,56.300,,1.148470,-0.000191,0.000190,-2.525526,1.164927,-0.050511
2024-06-20 08:20:16.505,56.400,,1.143730,-0.000191,0.000000,-2.495660,1.159926,-0.050511
2024-06-20 08:20:16.605,56.500,,1.138040,-0.000191,0.000190,-2.442916,1.149920,-0.049913
2024-06-20 08:20:16.705,56.600,,1.133300,-0.000381,0.000381,-2.442916,1.149920,-0.048858
2024-06-20 08:20:16.805,56.700,,1.128560,-0.000191,0.000000,-2.471542,1.144981,-0.048858
2024-06-20 08:20:16.905,56.800,,1.123820,-0.000381,0.000381,-2.477582,1.139906,-0.049431
2024-06-20 08:20:17.005,56.900,,1.119080,-0.000381,-0.000190,-2.459872,1.134964,-0.049197
2024-06-20 08:20:17.105,57.000,,1.113380,-0.000381,0.000000,-2.497904,1.129923,-0.049197
2024-06-20 08:20:17.205,57.100,,1.108640,-0.000191,0.000190,-2.441218,1.124950,-0.049958
2024-06-20 08:20:17.305,57.200,,1.103900,-0.000381,0.000000,-2.451275,1.119956,-0.048824
2024-06-20 08:20:17.405,57.300,,1.098210,-0.000191,0.000190,-2.420264,1.109968,-0.049026
2024-06-20 08:20:17.505,57.400,,1.093470,-0.000191,0.000000,-2.420264,1.109968,-0.048405
2024-06-20 08:20:17.605,57.500,,1.088730,-0.000381,0.000000,-2.434346,1.104984,-0.048405
2024-06-20 08:20:17.705,57.600,,1.083040,-0.000381,0.000190,-2.408575,1.099971,-0.048687
2024-06-20 08:20:17.805,57.700,,1.078300,-0.000191,0.000000,-2.373859,1.095023,-0.047477
2024-06-20 08:20:17.905,57.800,,1.073550,-0.000191,-0.000190,-2.372102,1.089916,-0.047477
2024-06-20 08:20:18.005,57.900,,1.068810,-0.000381,0.000000,-2.369189,1.084964,-0.047442
2024-06-20 08:20:18.105,58.000,,1.064070,0.000000,0.000190,-2.362489,1.079957,-0.047250
2024-06-20 08:20:18.205,58.100,,1.058380,-0.000381,0.000190,-2.352945,1.074953,-0.047250
2024-06-20 08:20:18.305,58.200,,1.053640,-0.000381,0.000571,-2.290091,1.069912,-0.047059
2024-06-20 08:20:18.405,58.300,,1.048900,-0.000381,-0.000190,-2.321569,1.064964,-0.046431
2024-06-20 08:20:18.505,58.400,,1.044150,-0.000572,0.000381,-2.336306,1.059934,-0.046431
2024-06-20 08:20:18.605,58.500,,1.038460,-0.000381,0.000190,-2.274092,1.054953,-0.046726
2024-06-20 08:20:18.705,58.600,,1.033720,-0.000191,0.000190,-2.251701,1.049903,-0.045034
2024-06-20 08:20:18.805,58.700,,1.028980,-0.000572,0.000190,-2.290044,1.039936,-0.045034
2024-06-20 08:20:18.905,58.800,,1.023290,-0.000572,0.000000,-2.290044,1.039936,-0.045801
2024-06-20 08:20:19.005,58.900,,1.018550,-0.000381,0.000381,-2.243098,1.034960,-0.045801
2024-06-20 08:20:19.105,59.000,,1.013810,-0.000191,0.000190,-2.238909,1.029924,-0.044862
2024-06-20 08:20:19.205,59.100,,1.009060,-0.000191,0.000190,-2.219467,1.024956,-0.044389
2024-06-20 08:20:19.305,59.200,,1.003370,-0.000381,0.000000,-2.197314,1.019942,-0.044389
2024-06-20 08:20:19.405,59.300,,0.998630,-0.000191,0.000190,-2.259766,1.014994,-0.043946
2024-06-20 08:20:19.505,59.400,,0.993890,-0.000381,0.000190,-2.196804,1.009944,-0.043936
2024-06-20 08:20:19.605,59.500,,0.988200,-0.000572,0.000381,-2.149067,1.004934,-0.043936
2024-06-20 08:20:19.705,59.600,,0.983460,-0.000572,0.000190,-2.169341,0.999922,-0.042981
2024-06-20 08:20:19.805,59.700,,0.978720,-0.000381,0.000000,-2.185593,0.995002,-0.043712
2024-06-20 08:20:19.905,59.800,,0.973970,-0.000381,0.000190,-2.204976,0.989930,-0.043712
2024-06-20 08:20:20.005,59.900,,0.969230,-0.000572,0.000000,-2.168500,0.984993,-0.044100
2024-06-20 08:20:20.105,60.000,,0.963540,-0.000381,0.000190,-2.161533,0.979953,-0.043231
2024-06-20 08:20:20.205,60.100,,0.958800,-0.000381,0.000000,-2.139802,0.969898,-0.043231
2024-06-20 08:20:20.305,60.200,,0.954060,-0.000381,0.000381,-2.139802,0.969898,-0.042796
2024-06-20 08:20:20.405,60.300,,0.948370,-0.000572,0.000381,-2.142566,0.964896,-0.042796
2024-06-20 08:20:20.505,60.400,,0.943630,-0.000572,0.000381,-2.143137,0.959927,-0.042851
2024-06-20 08:20:20.605,60.500,,0.937940,-0.000572,0.000190,-2.185503,0.954937,-0.043710
2024-06-20 08:20:20.705,60.600,,0.934140,-0.000381,0.000381,-2.189756,0.949906,-0.043710
2024-06-20 08:20:20.805,60.700,,0.928450,-0.000191,0.000000,-2.140429,0.944973,-0.043795
2024-06-20 08:20:20.905,60.800,,0.923710,-0.000381,0.000381,-2.131746,0.939947,-0.042635
2024-06-20 08:20:21.005,60.900,,0.918970,-0.000572,0.000190,-2.205459,0.934946,-0.042635
2024-06-20 08:20:21.105,61.000,,0.913280,-0.000572,0.000190,-2.158205,0.929937,-0.044109
2024-06-20 08:20:21.205,61.100,,0.908540,-0.000381,0.000190,-2.184357,0.924924,-0.043687
2024-06-20 08:20:21.305,61.200,,0.903800,-0.000381,0.000190,-2.217887,0.919975,-0.043687
2024-06-20 08:20:21.405,61.300,,0.899050,-0.000572,0.000381,-2.222864,0.915019,-0.044358
2024-06-20 08:20:21.505,61.400,,0.899050,-0.000381,0.000381,-2.250530,0.909924,-0.045011
2024-06-20 08:20:21.606,61.501,,0.893360,-0.000381,0.000190,-2.276741,0.899984,-0.045011
2024-06-20 08:20:21.705,61.600,,0.888620,-0.000572,0.000381,-2.276741,0.899984,-0.045535
2024-06-20 08:20:21.805,61.700,,0.879140,-0.000381,0.000190,-2.245686,0.895065,-0.044914
2024-06-20 08:20:21.905,61.800,,0.873450,-0.000572,0.000000,-2.302017,0.890003,-0.044914
2024-06-20 08:20:22.005,61.900,,0.868710,-0.000572,0.000000,-2.330673,0.884956,-0.046613
2024-06-20 08:20:22.105,62.000,,0.863960,-0.000572,0.000190,-2.298846,0.880017,-0.046613
2024-06-20 08:20:22.205,62.100,,0.859220,-0.000572,0.000000,-2.350198,0.875049,-0.045977
2024-06-20 08:20:22.305,62.200,,0.854480,-0.000572,0.000190,-2.405924,0.869955,-0.048118
2024-06-20 08:20:22.405,62.300,,0.848790,-0.000381,0.000190,-2.342545,0.865008,-0.048118
2024-06-20 08:20:22.505,62.400,,0.844050,-0.000572,0.000190,-2.376687,0.859969,-0.046851
2024-06-20 08:20:22.606,62.501,,0.839310,-0.000381,0.000381,-2.380153,0.855011,-0.047603
2024-06-20 08:20:22.705,62.600,,0.834560,-0.000381,0.000190,-2.444755,0.849979,-0.047603
2024-06-20 08:20:22.805,62.700,,0.828870,-0.000381,0.000000,-2.456810,0.844983,-0.048895
2024-06-20 08:20:22.905,62.800,,0.824130,-0.000572,0.000000,-2.457527,0.840015,-0.049151
2024-06-20 08:20:23.005,62.900,,0.818440,-0.000572,0.000190,-2.450580,0.829995,-0.049151
2024-06-20 08:20:23.105,63.000,,0.813700,-0.000572,0.000381,-2.450580,0.829995,-0.049012
2024-06-20 08:20:23.205,63.100,,0.808960,-0.000572,0.000190,-2.500389,0.825022,-0.050008
2024-06-20 08:20:23.305,63.200,,0.804220,-0.000381,0.000000,-2.505512,0.819966,-0.050008
2024-06-20 08:20:23.405,63.300,,0.798530,-0.000381,0.000381,-2.530175,0.815039,-0.050604
2024-06-20 08:20:23.505,63.400,,0.793780,-0.000572,0.000381,-2.551368,0.809934,-0.051027
2024-06-20 08:20:23.605,63.500,,0.789040,-0.000381,0.000381,-2.561945,0.804986,-0.051027
2024-06-20 08:20:23.705,63.600,,0.784300,-0.000763,0.000000,-2.577672,0.799974,-0.051553
2024-06-20 08:20:23.805,63.700,,0.778610,-0.000572,0.000381,-2.568879,0.794992,-0.051378
2024-06-20 08:20:23.905,63.800,,0.773870,-0.000572,0.000000,-2.577038,0.789971,-0.051378
2024-06-20 08:20:24.005,63.900,,0.769130,-0.000381,0.000381,-2.612288,0.785038,-0.052246
2024-06-20 08:20:24.105,64.000,,0.763440,-0.000191,0.000381,-2.616256,0.775035,-0.052246
2024-06-20 08:20:24.205,64.100,,0.758700,-0.000572,0.000190,-2.616256,0.775035,-0.052325
2024-06-20 08:20:24.305,64.200,,0.753950,-0.000191,0.000190,-2.634470,0.769980,-0.052689
2024-06-20 08:20:24.405,64.300,,0.749210,-0.000381,0.000190,-2.681397,0.759945,-0.052689
2024-06-20 08:20:24.505,64.400,,0.744470,-0.000381,0.000381,-2.681397,0.759945,-0.053628
2024-06-20 08:20:24.605,64.500,,0.738780,-0.000572,0.000000,-2.694140,0.754992,-0.053883
2024-06-20 08:20:24.705,64.600,,0.734990,-0.000572,0.000000,-2.607183,0.749954,-0.053883
2024-06-20 08:20:24.805,64.700,,0.728350,-0.000381,0.000381,-2.635358,0.744988,-0.052707
2024-06-20 08:20:24.905,64.800,,0.724550,-0.000381,0.000190,-2.653867,0.739984,-0.053077
2024-06-20 08:20:25.005,64.900,,0.718860,-0.000191,0.000381,-2.704072,0.735048,-0.053077
2024-06-20 08:20:25.105,65.000,,0.714120,-0.000191,0.000190,-2.696769,0.729927,-0.053935
2024-06-20 08:20:25.205,65.100,,0.709380,-0.000381,0.000190,-2.627159,0.724975,-0.052543
2024-06-20 08:20:25.305,65.200,,0.703690,-0.000381,0.000190,-2.667858,0.719966,-0.052543
2024-06-20 08:20:25.405,65.300,,0.698950,-0.000572,0.000381,-2.670478,0.715057,-0.053410
2024-06-20 08:20:25.505,65.400,,0.694210,-0.000572,0.000381,-2.690355,0.709984,-0.053807
2024-06-20 08:20:25.605,65.500,,0.688520,-0.000191,0.000381,-2.666504,0.705049,-0.053807
2024-06-20 08:20:25.705,65.600,,0.683770,-0.000381,0.000381,-2.669238,0.700026,-0.053385
2024-06-20 08:20:25.805,65.700,,0.679030,-0.000381,0.000190,-2.659667,0.695035,-0.053193
2024-06-20 08:20:25.905,65.800,,0.673340,-0.000191,0.000381,-2.633757,0.690020,-0.053193
2024-06-20 08:20:26.005,65.900,,0.668600,-0.000381,0.000000,-2.659513,0.684980,-0.053190
2024-06-20 08:20:26.105,66.000,,0.663860,-0.000191,0.000190,-2.620641,0.675039,-0.053190
2024-06-20 08:20:26.205,66.100,,0.659120,-0.000191,0.000381,-2.620641,0.675039,-0.052413
2024-06-20 08:20:26.305,66.200,,0.654370,-0.000191,0.000000,-2.569736,0.669993,-0.051395
2024-06-20 08:20:26.405,66.300,,0.649630,-0.000191,0.000000,-2.586791,0.665000,-0.051395
2024-06-20 08:20:26.505,66.400,,0.643940,-0.000191,0.000381,-2.555441,0.659957,-0.051109
2024-06-20 08:20:26.605,66.500,,0.639200,-0.000191,0.000190,-2.546765,0.655015,-0.050935
2024-06-20 08:20:26.705,66.600,,0.633510,-0.000191,0.000190,-2.520656,0.649969,-0.050935
2024-06-20 08:20:26.805,66.700,,0.628770,-0.000381,0.000190,-2.504426,0.644955,-0.050089
2024-06-20 08:20:26.905,66.800,,0.624030,-0.000381,0.000190,-2.427067,0.639977,-0.048541
2024-06-20 08:20:27.005,66.900,,0.619280,-0.000572,0.000190,-2.461906,0.635041,-0.048541
2024-06-20 08:20:27.105,67.000,,0.614540,0.000000,0.000000,-2.420966,0.629942,-0.048419
2024-06-20 08:20:27.206,67.101,,0.608850,-0.000191,0.000381,-2.371196,0.619973,-0.048338
2024-06-20 08:20:27.305,67.200,,0.604110,-0.000381,0.000000,-2.371196,0.619973,-0.047424
2024-06-20 08:20:27.405,67.300,,0.599370,-0.000381,0.000000,-2.334903,0.615000,-0.046698
2024-06-20 08:20:27.505,67.400,,0.593680,-0.000381,0.000000,-2.331493,0.609967,-0.046698
2024-06-20 08:20:27.605,67.500,,0.588940,-0.000381,0.000190,-2.313482,0.604936,-0.046270
2024-06-20 08:20:27.705,67.600,,0.584200,-0.000191,0.000381,-2.293512,0.599985,-0.045870
2024-06-20 08:20:27.805,67.700,,0.574710,-0.000191,0.000381,-2.275223,0.595007,-0.045870
2024-06-20 08:20:27.905,67.800,,0.573760,0.000000,0.000190,-2.261208,0.589941,-0.045224
2024-06-20 08:20:28.005,67.900,,0.569020,-0.000191,0.000000,-2.213874,0.585026,-0.044277
2024-06-20 08:20:28.105,68.000,,0.569020,-0.000381,0.000190,-2.165819,0.579983,-0.044277
2024-06-20 08:20:28.205,68.100,,0.564280,-0.000381,0.000381,-2.142427,0.575031,-0.042849
2024-06-20 08:20:28.305,68.200,,0.558590,-0.000191,0.000190,-2.105191,0.564966,-0.043127
2024-06-20 08:20:28.405,68.300,,0.549110,-0.000381,0.000190,-2.105191,0.564966,-0.042104
2024-06-20 08:20:28.505,68.400,,0.543420,-0.000381,0.000190,-2.117071,0.559941,-0.042341
2024-06-20 08:20:28.605,68.500,,0.538670,-0.000191,0.000190,-2.023749,0.549952,-0.040787
2024-06-20 08:20:28.705,68.600,,0.533930,0.000763,0.001143,-2.023749,0.549952,-0.040475
2024-06-20 08:20:28.805,68.700,,0.529190,-0.000381,0.000190,-2.042499,0.544978,-0.040850
2024-06-20 08:20:28.905,68.800,,0.524450,0.000000,0.000381,-1.994199,0.539941,-0.039884
2024-06-20 08:20:29.006,68.901,,0.519710,-0.000191,0.000190,-1.954768,0.535022,-0.039095
2024-06-20 08:20:29.105,69.000,,0.514020,-0.000381,0.000000,-1.949756,0.529936,-0.038995
2024-06-20 08:20:29.205,69.100,,0.509270,-0.000191,0.000190,-1.910464,0.524964,-0.038209
2024-06-20 08:20:29.305,69.200,,0.503580,-0.000381,0.000381,-1.894182,0.519960,-0.037884
2024-06-20 08:20:29.405,69.300,,0.498840,-0.000191,0.000190,-1.889048,0.514986,-0.037781
2024-06-20 08:20:29.505,69.400,,0.494100,-0.000191,0.000190,-1.869117,0.509969,-0.037382
2024-06-20 08:20:29.605,69.500,,0.489360,-0.000191,0.000190,-1.849246,0.505022,-0.036985
2024-06-20 08:20:29.705,69.600,,0.484620,-0.000191,0.000381,-1.821377,0.495043,-0.037051
2024-06-20 08:20:29.805,69.700,,0.478930,-0.000191,0.000190,-1.821377,0.495043,-0.036428
2024-06-20 08:20:29.905,69.800,,0.474180,-0.000191,0.000190,-1.831798,0.489996,-0.036636
2024-06-20 08:20:30.005,69.900,,0.469440,-0.000191,0.000000,-1.758182,0.480011,-0.035681
2024-06-20 08:20:30.105,70.000,,0.463750,0.000000,-0.000190,-1.758182,0.480011,-0.035164
2024-06-20 08:20:30.205,70.100,,0.459010,0.000000,0.000000,-1.788106,0.475057,-0.035762
2024-06-20 08:20:30.305,70.200,,0.454270,0.000191,0.000190,-1.765336,0.470016,-0.035307
2024-06-20 08:20:30.405,70.300,,0.449530,0.000000,0.000000,-1.742052,0.465045,-0.034841
2024-06-20 08:20:30.505,70.400,,0.443840,-0.000191,0.000000,-1.721337,0.459987,-0.034427
2024-06-20 08:20:30.605,70.500,,0.439090,-0.000191,0.000190,-1.704043,0.455039,-0.034081
2024-06-20 08:20:30.705,70.600,,0.434350,-0.000381,0.000000,-1.695822,0.449925,-0.033916
2024-06-20 08:20:30.805,70.700,,0.429610,-0.000381,0.000190,-1.679144,0.444974,-0.033583
2024-06-20 08:20:30.906,70.801,,0.423920,-0.000191,0.000000,-1.698483,0.439975,-0.033970
2024-06-20 08:20:31.005,70.900,,0.419180,-0.000381,0.000000,-1.647432,0.435043,-0.032949
2024-06-20 08:20:31.105,71.000,,0.414440,-0.000191,0.000190,-1.636029,0.429972,-0.032721
2024-06-20 08:20:31.205,71.100,,0.414440,-0.000191,0.000190,-1.641802,0.425022,-0.032836
2024-06-20 08:20:31.305,71.200,,0.409700,-0.000191,0.000000,-1.638367,0.419995,-0.032767
