Format,1,,,,,,,
Emerald Version,3.5.5.0,,,,,,,
Station ID,G21-9800,,,,,,,
Environment,Emerald,,,,,,,
Test Name,AN 0BAR, CA 0BAR CV,,,,,,,
User Name,OB,,,,,,,
Comment,CV Logger,,,,,,,
Test Channel,System,,,,,,,
Logger Name,Process_Data,,,,,,,
Profile Name,CV.ini,,,,,,,
Number Of Tags,6,,,,,,,
Initial Log Rate,100 ms,,,,,,,
Start Time,2024-06-20 08:19:20,,,,,,,
-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~
,,,Voltage,Cell Voltage 001,Cell Voltage 002,Gamry-01.Current,Gamry-01.Voltage,Gamry-01.current_density
,s,,V,V,V,A,V,A/cm?
Time Stamp,Elapsed Time,File Mark,voltage,cell_voltage_001,cell_voltage_002,Gamry-01.current,Gamry-01.voltage,Gamry-01.current_density
2024-06-20 08:19:39.605,19.500,,0.394520,0.000000,0.000190,-1.658950,0.404954,-0.033179
2024-06-20 08:19:39.705,19.600,,0.388830,0.000000,0.000190,-1.644147,0.399946,-0.032883
2024-06-20 08:19:39.805,19.700,,0.379350,-0.000191,0.000000,-1.637876,0.395009,-0.032758
2024-06-20 08:19:39.905,19.800,,0.374610,0.000000,0.000190,-1.625790,0.389961,-0.032516
2024-06-20 08:19:40.005,19.900,,0.369860,-0.000191,0.000190,-1.621887,0.384995,-0.032438
2024-06-20 08:19:40.105,20.000,,0.364170,-0.000191,0.000190,-1.601828,0.380001,-0.032037
2024-06-20 08:19:40.205,20.100,,0.359430,-0.000191,0.000190,-1.564993,0.375055,-0.031300
2024-06-20 08:19:40.305,20.200,,0.354690,-0.000381,0.000190,-1.559168,0.370003,-0.031183
2024-06-20 08:19:40.405,20.300,,0.349000,-0.000381,0.000190,-1.529769,0.359958,-0.031226
2024-06-20 08:19:40.505,20.400,,0.344260,-0.000191,0.000000,-1.529769,0.359958,-0.030595
2024-06-20 08:19:40.605,20.500,,0.339520,-0.000191,0.000000,-1.523859,0.354991,-0.030477
2024-06-20 08:19:40.705,20.600,,0.333830,-0.000191,0.000190,-1.502814,0.344984,-0.029861
2024-06-20 08:19:40.805,20.700,,0.330030,-0.000191,0.000381,-1.502814,0.344984,-0.030056
2024-06-20 08:19:40.905,20.800,,0.324340,-0.000381,-0.000190,-1.471164,0.339937,-0.029423
2024-06-20 08:19:41.005,20.900,,0.319600,-0.000381,0.000190,-1.429847,0.334989,-0.028597
2024-06-20 08:19:41.105,21.000,,0.314860,-0.000381,0.000190,-1.414218,0.329954,-0.028284
2024-06-20 08:19:41.205,21.100,,0.310120,-0.000191,0.000190,-1.393161,0.324932,-0.027863
2024-06-20 08:19:41.305,21.200,,0.304430,-0.000191,0.000190,-1.374522,0.319966,-0.027490
2024-06-20 08:19:41.405,21.300,,0.299680,-0.000381,0.000381,-1.353501,0.314993,-0.027070
2024-06-20 08:19:41.505,21.400,,0.293990,0.000000,0.000381,-1.301681,0.309933,-0.026034
2024-06-20 08:19:41.605,21.500,,0.289250,-0.000381,0.000190,-1.280755,0.305025,-0.025615
2024-06-20 08:19:41.706,21.601,,0.284510,-0.000191,0.000190,-1.263682,0.299994,-0.025274
2024-06-20 08:19:41.805,21.700,,0.279770,-0.000191,0.000190,-1.194702,0.289989,-0.024525
2024-06-20 08:19:41.905,21.800,,0.274080,0.000000,0.000381,-1.194702,0.289989,-0.023894
2024-06-20 08:19:42.005,21.900,,0.269340,-0.000191,0.000190,-1.156295,0.284964,-0.023126
2024-06-20 08:19:42.105,22.000,,0.264590,0.000000,0.000381,-1.124108,0.280000,-0.022482
2024-06-20 08:19:42.205,22.100,,0.259850,-0.000381,0.000190,-1.093899,0.275039,-0.021878
2024-06-20 08:19:42.305,22.200,,0.254160,-0.000381,0.000000,-1.051342,0.269930,-0.021027
2024-06-20 08:19:42.405,22.300,,0.249420,-0.000191,0.000190,-1.013268,0.265017,-0.020265
2024-06-20 08:19:42.505,22.400,,0.244680,-0.000191,0.000190,-0.979923,0.259981,-0.019598
2024-06-20 08:19:42.605,22.500,,0.239940,-0.000191,0.000190,-0.908400,0.249910,-0.018834
2024-06-20 08:19:42.705,22.600,,0.234250,-0.000191,0.000000,-0.908400,0.249910,-0.018168
2024-06-20 08:19:42.805,22.700,,0.229510,-0.000381,0.000190,-0.874846,0.244890,-0.017497
2024-06-20 08:19:42.905,22.800,,0.224760,-0.000191,0.000000,-0.801453,0.234961,-0.016762
2024-06-20 08:19:43.006,22.901,,0.219070,-0.000191,0.000190,-0.801453,0.234961,-0.016029
2024-06-20 08:19:43.105,23.000,,0.214330,-0.000191,-0.000190,-0.770478,0.229931,-0.015410
2024-06-20 08:19:43.205,23.100,,0.209590,-0.000191,0.000190,-0.737248,0.224987,-0.014745
2024-06-20 08:19:43.305,23.200,,0.203900,-0.000381,0.000190,-0.707567,0.219961,-0.014151
2024-06-20 08:19:43.405,23.300,,0.199160,-0.000191,0.000381,-0.677823,0.214979,-0.013556
2024-06-20 08:19:43.505,23.400,,0.194420,-0.000381,0.000381,-0.646208,0.209940,-0.012924
2024-06-20 08:19:43.605,23.500,,0.189670,-0.000381,0.000381,-0.619495,0.204931,-0.012390
2024-06-20 08:19:43.705,23.600,,0.184930,0.000000,0.000190,-0.594134,0.199951,-0.011883
2024-06-20 08:19:43.805,23.700,,0.179240,-0.000191,0.000000,-0.570255,0.194984,-0.011405
2024-06-20 08:19:43.905,23.800,,0.174500,-0.000381,0.000190,-0.545700,0.189948,-0.010914
2024-06-20 08:19:44.005,23.900,,0.169760,-0.000191,0.000381,-0.501850,0.179927,-0.010447
2024-06-20 08:19:44.105,24.000,,0.165020,-0.000191,0.000381,-0.501850,0.179927,-0.010037
2024-06-20 08:19:44.205,24.100,,0.159330,0.000000,-0.000190,-0.481630,0.175033,-0.009633
2024-06-20 08:19:44.305,24.200,,0.154580,-0.000381,0.000190,-0.462567,0.169929,-0.009251
2024-06-20 08:19:44.405,24.300,,0.149840,-0.000381,0.000000,-0.437562,0.164969,-0.008751
2024-06-20 08:19:44.505,24.400,,0.144150,-0.000191,0.000381,-0.417741,0.159959,-0.008355
2024-06-20 08:19:44.605,24.500,,0.139410,-0.000381,0.000000,-0.399975,0.154978,-0.008000
2024-06-20 08:19:44.705,24.600,,0.134670,-0.000191,0.000190,-0.383739,0.149897,-0.007675
2024-06-20 08:19:44.805,24.700,,0.129930,-0.000191,0.000381,-0.369134,0.144959,-0.007383
2024-06-20 08:19:44.905,24.800,,0.124240,-0.000381,0.000190,-0.355941,0.139922,-0.007119
2024-06-20 08:19:45.005,24.900,,0.119490,-0.000381,0.000190,-0.343985,0.134940,-0.006880
2024-06-20 08:19:45.105,25.000,,0.114750,-0.000381,0.000381,-0.321960,0.124914,-0.006439
2024-06-20 08:19:45.205,25.100,,0.110010,-0.000381,0.000381,-0.321960,0.124914,-0.006439
2024-06-20 08:19:45.305,25.200,,0.104320,-0.000191,0.000000,-0.312525,0.119938,-0.006439
2024-06-20 08:19:45.405,25.300,,0.099580,-0.000191,0.000381,-0.294704,0.109923,-0.006251
2024-06-20 08:19:45.505,25.400,,0.094840,-0.000381,0.000381,-0.294704,0.109923,-0.005894
2024-06-20 08:19:45.605,25.500,,0.089150,-0.000381,0.000571,-0.286934,0.104959,-0.005894
2024-06-20 08:19:45.705,25.600,,0.084400,-0.000381,0.000381,-0.279158,0.099971,-0.005739
2024-06-20 08:19:45.805,25.700,,0.074920,0.000000,0.000190,-0.272057,0.095033,-0.005583
2024-06-20 08:19:45.905,25.800,,0.070180,-0.000191,0.000190,-0.265768,0.089912,-0.005441
2024-06-20 08:19:46.005,25.900,,0.069230,0.000000,0.000190,-0.260183,0.084976,-0.005315
2024-06-20 08:19:46.105,26.000,,0.069230,-0.000381,0.000190,-0.254308,0.079970,-0.005204
2024-06-20 08:19:46.205,26.100,,0.064490,-0.000191,0.000190,-0.249131,0.075043,-0.005086
2024-06-20 08:19:46.305,26.200,,0.059750,-0.000191,0.000190,-0.244167,0.069967,-0.004983
2024-06-20 08:19:46.405,26.300,,0.049320,0.000000,0.000381,-0.239832,0.065015,-0.004883
2024-06-20 08:19:46.505,26.400,,0.044570,-0.000381,0.000000,-0.236194,0.060004,-0.004797
2024-06-20 08:19:46.605,26.500,,0.039830,-0.000381,0.000000,-0.233568,0.055043,-0.004724
2024-06-20 08:19:46.705,26.600,,0.044570,0.000000,0.000190,-0.231357,0.049949,-0.004671
2024-06-20 08:19:46.805,26.700,,0.049320,-0.000191,0.000000,-0.190798,0.059984,-0.004627
2024-06-20 08:19:46.905,26.800,,0.054060,-0.000191,0.000381,-0.190798,0.059984,-0.003816
2024-06-20 08:19:47.005,26.900,,0.059750,0.000000,0.000000,-0.184008,0.064991,-0.003816
2024-06-20 08:19:47.105,27.000,,0.064490,0.000000,0.000190,-0.171412,0.075028,-0.003680
2024-06-20 08:19:47.205,27.100,,0.069230,-0.000191,0.000381,-0.171412,0.075028,-0.003428
2024-06-20 08:19:47.305,27.200,,0.074920,-0.000191,0.000190,-0.165646,0.079945,-0.003428
2024-06-20 08:19:47.405,27.300,,0.079660,-0.000191,0.000190,-0.160183,0.084954,-0.003313
2024-06-20 08:19:47.505,27.400,,0.084400,-0.000191,0.000190,-0.155015,0.089893,-0.003100
2024-06-20 08:19:47.605,27.500,,0.089150,-0.000191,0.000190,-0.151062,0.095007,-0.003100
2024-06-20 08:19:47.705,27.600,,0.094840,-0.000191,0.000190,-0.146077,0.099946,-0.003021
2024-06-20 08:19:47.805,27.700,,0.099580,-0.000191,0.000190,-0.141242,0.104936,-0.002922
2024-06-20 08:19:47.905,27.800,,0.104320,-0.000191,0.000000,-0.136892,0.109900,-0.002825
2024-06-20 08:19:48.005,27.900,,0.110010,0.000000,0.000381,-0.133140,0.114938,-0.002738
2024-06-20 08:19:48.105,28.000,,0.114750,-0.000191,0.000381,-0.130757,0.119908,-0.002663
2024-06-20 08:19:48.205,28.100,,0.119490,-0.000191,0.000190,-0.121114,0.129871,-0.002615
2024-06-20 08:19:48.305,28.200,,0.125180,0.000000,0.000381,-0.121114,0.129871,-0.002422
2024-06-20 08:19:48.405,28.300,,0.128980,-0.000381,0.000381,-0.116072,0.134913,-0.002422
2024-06-20 08:19:48.505,28.400,,0.134670,0.000000,0.000190,-0.105423,0.144929,-0.002321
2024-06-20 08:19:48.605,28.500,,0.139410,0.000000,0.000190,-0.105423,0.144929,-0.002108
2024-06-20 08:19:48.705,28.600,,0.144150,0.000000,0.000190,-0.099259,0.149867,-0.002108
2024-06-20 08:19:48.805,28.700,,0.149840,0.000000,0.000381,-0.092890,0.154944,-0.001985
2024-06-20 08:19:48.906,28.801,,0.154580,0.000000,-0.000190,-0.085215,0.159927,-0.001704
2024-06-20 08:19:49.005,28.900,,0.159330,-0.000191,0.000381,-0.077057,0.164934,-0.001704
2024-06-20 08:19:49.105,29.000,,0.165020,-0.000191,0.000381,-0.067837,0.169896,-0.001541
2024-06-20 08:19:49.205,29.100,,0.169760,-0.000381,0.000190,-0.058432,0.175002,-0.001169
2024-06-20 08:19:49.305,29.200,,0.169760,0.000191,0.000381,-0.048940,0.179895,-0.001169
2024-06-20 08:19:49.405,29.300,,0.179240,0.000000,0.000381,-0.036977,0.184933,-0.000979
2024-06-20 08:19:49.505,29.400,,0.184930,0.000000,0.000000,-0.023344,0.189910,-0.000467
2024-06-20 08:19:49.605,29.500,,0.189670,0.000000,0.000190,0.008673,0.199905,-0.000467
2024-06-20 08:19:49.705,29.600,,0.194420,0.000191,0.000190,0.008673,0.199905,0.000173
2024-06-20 08:19:49.805,29.700,,0.199160,0.000000,0.000381,0.026755,0.204886,0.000173
2024-06-20 08:19:49.905,29.800,,0.204850,0.000191,0.000381,0.071150,0.214928,0.000535
2024-06-20 08:19:50.005,29.900,,0.209590,0.000191,0.000190,0.071150,0.214928,0.001423
2024-06-20 08:19:50.105,30.000,,0.214330,0.000191,0.000190,0.097280,0.219913,0.001423
2024-06-20 08:19:50.205,30.100,,0.219070,0.000000,0.000190,0.127776,0.224939,0.001946
2024-06-20 08:19:50.305,30.200,,0.224760,0.000000,0.000000,0.159814,0.229882,0.003196
2024-06-20 08:19:50.405,30.300,,0.229510,0.000191,0.000190,0.196291,0.234897,0.003196
2024-06-20 08:19:50.505,30.400,,0.234250,0.000191,0.000381,0.238651,0.239882,0.003926
2024-06-20 08:19:50.605,30.500,,0.239940,-0.000191,0.000381,0.283618,0.244834,0.005672
2024-06-20 08:19:50.705,30.600,,0.244680,0.000191,0.000190,0.334269,0.249839,0.005672
2024-06-20 08:19:50.805,30.700,,0.249420,0.000191,0.000190,0.387687,0.254916,0.006685
2024-06-20 08:19:50.905,30.800,,0.254160,0.000191,0.000190,0.454187,0.259903,0.009084
2024-06-20 08:19:51.005,30.900,,0.259850,0.000191,0.000190,0.518273,0.264929,0.009084
2024-06-20 08:19:51.105,31.000,,0.264590,0.000000,0.000381,0.594108,0.269859,0.010365
2024-06-20 08:19:51.205,31.100,,0.269340,0.000381,0.000190,0.678218,0.274934,0.013564
2024-06-20 08:19:51.305,31.200,,0.274080,0.000000,0.000381,0.859936,0.284858,0.013564
2024-06-20 08:19:51.405,31.300,,0.279770,0.000191,0.000190,0.859936,0.284858,0.017199
2024-06-20 08:19:51.505,31.400,,0.284510,0.000191,0.000190,0.958927,0.289867,0.017199
2024-06-20 08:19:51.605,31.500,,0.289250,0.000191,0.000381,1.062457,0.294885,0.019179
2024-06-20 08:19:51.705,31.600,,0.293990,0.000000,0.000381,1.163517,0.299877,0.023270
2024-06-20 08:19:51.806,31.701,,0.299680,0.000000,0.000190,1.262782,0.304897,0.023270
2024-06-20 08:19:51.905,31.800,,0.304430,0.000000,0.000000,1.343978,0.309830,0.025256
2024-06-20 08:19:52.005,31.900,,0.309170,0.000191,0.000381,1.410182,0.314834,0.028204
2024-06-20 08:19:52.105,32.000,,0.314860,0.000000,0.000000,1.483328,0.319841,0.028204
2024-06-20 08:19:52.205,32.100,,0.319600,0.000000,0.000381,1.510126,0.324813,0.029667
2024-06-20 08:19:52.305,32.200,,0.324340,0.000381,0.000000,1.535884,0.329794,0.030718
2024-06-20 08:19:52.405,32.300,,0.329080,0.000191,0.000381,1.542958,0.339827,0.030718
2024-06-20 08:19:52.505,32.400,,0.333830,0.000381,0.000381,1.542958,0.339827,0.030859
2024-06-20 08:19:52.605,32.500,,0.339520,0.000191,0.000000,1.544493,0.344814,0.030890
2024-06-20 08:19:52.705,32.600,,0.344260,0.000191,0.000000,1.531669,0.354784,0.030890
2024-06-20 08:19:52.805,32.700,,0.349000,0.000000,-0.000190,1.531669,0.354784,0.030633
2024-06-20 08:19:52.905,32.800,,0.354690,0.000000,-0.000190,1.546828,0.359835,0.030937
2024-06-20 08:19:53.005,32.900,,0.359430,0.000191,0.000190,1.554161,0.364836,0.030937
2024-06-20 08:19:53.105,33.000,,0.364170,0.000000,0.000381,1.554857,0.369844,0.031097
2024-06-20 08:19:53.205,33.100,,0.369860,0.000000,0.000381,1.575565,0.374878,0.031097
2024-06-20 08:19:53.305,33.200,,0.374610,0.000191,0.000190,1.571921,0.379860,0.031511
2024-06-20 08:19:53.405,33.300,,0.379350,0.000000,0.000381,1.561389,0.384828,0.031228
2024-06-20 08:19:53.506,33.401,,0.384090,0.000191,0.000190,1.581803,0.389830,0.031228
2024-06-20 08:19:53.605,33.500,,0.388830,0.000191,0.000190,1.642779,0.394831,0.031636
2024-06-20 08:19:53.705,33.600,,0.394520,0.000381,0.000190,1.630413,0.399829,0.032608
2024-06-20 08:19:53.806,33.701,,0.399260,0.000191,0.000381,1.637255,0.409792,0.032608
2024-06-20 08:19:53.905,33.800,,0.404010,0.000000,0.000000,1.637255,0.409792,0.032745
2024-06-20 08:19:54.005,33.900,,0.408750,0.000191,0.000381,1.643768,0.414844,0.032875
2024-06-20 08:19:54.105,34.000,,0.414440,-0.000191,0.000190,1.649504,0.419838,0.032875
2024-06-20 08:19:54.205,34.100,,0.419180,0.000191,0.000190,1.704594,0.424877,0.034092
2024-06-20 08:19:54.305,34.200,,0.423920,0.000191,0.000190,1.700281,0.429820,0.034006
2024-06-20 08:19:54.405,34.300,,0.428660,0.000191,0.000190,1.711727,0.434838,0.034006
2024-06-20 08:19:54.505,34.400,,0.434350,0.000191,0.000190,1.727118,0.439824,0.034542
2024-06-20 08:19:54.605,34.500,,0.439090,0.000191,0.000190,1.756525,0.449742,0.034542
2024-06-20 08:19:54.705,34.600,,0.443840,0.000191,0.000381,1.756525,0.449742,0.035130
2024-06-20 08:19:54.805,34.700,,0.448580,0.000191,0.000190,1.765722,0.454827,0.035314
2024-06-20 08:19:54.905,34.800,,0.454270,0.000191,0.000190,1.758588,0.459835,0.035314
2024-06-20 08:19:55.005,34.900,,0.459010,0.000191,0.000381,1.787129,0.464869,0.035743
2024-06-20 08:19:55.105,35.000,,0.463750,0.000381,0.000000,1.818071,0.469844,0.036361
2024-06-20 08:19:55.205,35.100,,0.469440,0.000191,0.000190,1.800717,0.474847,0.036361
2024-06-20 08:19:55.305,35.200,,0.474180,0.000191,0.000190,1.851308,0.479844,0.037026
2024-06-20 08:19:55.405,35.300,,0.478930,0.000191,0.000571,1.854905,0.484832,0.037098
2024-06-20 08:19:55.505,35.400,,0.484620,0.000000,0.000190,1.879243,0.489806,0.037098
2024-06-20 08:19:55.605,35.500,,0.488410,0.000191,0.000381,1.867333,0.494842,0.037347
2024-06-20 08:19:55.705,35.600,,0.489360,0.000000,0.000190,1.879490,0.504837,0.038050
2024-06-20 08:19:55.805,35.700,,0.494100,-0.012397,-0.026283,1.879490,0.504837,0.037590
2024-06-20 08:19:55.906,35.801,,0.498840,-0.000572,-0.000190,1.945320,0.509811,0.038906
2024-06-20 08:19:56.005,35.900,,0.509270,-0.000381,0.000000,1.980403,0.514754,0.038906
2024-06-20 08:19:56.105,36.000,,0.514020,0.000000,0.000381,1.984042,0.519798,0.039681
2024-06-20 08:19:56.205,36.100,,0.518760,-0.000191,0.000381,1.987969,0.524774,0.039759
2024-06-20 08:19:56.305,36.200,,0.523500,-0.000191,0.000190,1.996066,0.529729,0.039759
2024-06-20 08:19:56.405,36.300,,0.529190,-0.000191,0.000190,2.046472,0.534782,0.040929
2024-06-20 08:19:56.505,36.400,,0.533930,-0.000191,0.000000,2.060920,0.539789,0.041218
2024-06-20 08:19:56.605,36.500,,0.538670,-0.000381,0.000190,2.088039,0.544746,0.041218
2024-06-20 08:19:56.706,36.601,,0.543420,-0.000191,0.000381,2.088460,0.549783,0.041769
2024-06-20 08:19:56.805,36.700,,0.549110,0.000191,0.000190,2.170506,0.559781,0.042273
2024-06-20 08:19:56.905,36.800,,0.553850,-0.000191,0.000000,2.170506,0.559781,0.043410
2024-06-20 08:19:57.005,36.900,,0.559540,-0.000191,0.000000,2.191288,0.564754,0.043826
2024-06-20 08:19:57.105,37.000,,0.563330,0.000000,-0.000381,2.215511,0.569775,0.043826
2024-06-20 08:19:57.205,37.100,,0.569020,-0.000191,0.000381,2.204448,0.574798,0.044089
2024-06-20 08:19:57.306,37.201,,0.573760,-0.000381,0.000190,2.274202,0.579810,0.045484
2024-06-20 08:19:57.405,37.300,,0.579450,0.000000,0.000190,2.296888,0.584798,0.045484
2024-06-20 08:19:57.505,37.400,,0.584200,-0.000381,0.000381,2.279183,0.589763,0.045584
2024-06-20 08:19:57.605,37.500,,0.588940,-0.000381,0.000381,2.328536,0.594750,0.046571
2024-06-20 08:19:57.705,37.600,,0.594630,-0.000191,0.000190,2.377417,0.599785,0.046571
2024-06-20 08:19:57.805,37.700,,0.598420,-0.000191,0.000381,2.393335,0.604722,0.047867
2024-06-20 08:19:57.905,37.800,,0.604110,-0.000381,0.000000,2.473980,0.614717,0.048456
2024-06-20 08:19:58.005,37.900,,0.608850,-0.000191,0.000190,2.473980,0.614717,0.049480
2024-06-20 08:19:58.105,38.000,,0.613590,-0.000191,0.000381,2.434928,0.619780,0.048699
2024-06-20 08:19:58.205,38.100,,0.619280,-0.000191,0.000381,2.502537,0.624755,0.050051
2024-06-20 08:19:58.305,38.200,,0.624030,-0.000191,0.000000,2.549301,0.629760,0.050986
2024-06-20 08:19:58.405,38.300,,0.628770,-0.000381,0.000190,2.546736,0.634732,0.050935
2024-06-20 08:19:58.505,38.400,,0.633510,-0.000381,0.000000,2.554568,0.639785,0.050935
2024-06-20 08:19:58.605,38.500,,0.639200,-0.000191,0.000000,2.596892,0.644718,0.051938
2024-06-20 08:19:58.705,38.600,,0.643940,-0.000191,0.000381,2.625817,0.649723,0.052516
2024-06-20 08:19:58.805,38.700,,0.648680,-0.000191,0.000000,2.615799,0.654678,0.052516
2024-06-20 08:19:58.905,38.800,,0.650580,-0.000381,0.000190,2.667617,0.659773,0.053352
2024-06-20 08:19:59.005,38.900,,0.658170,-0.000381,0.000571,2.713408,0.669783,0.053955
2024-06-20 08:19:59.106,39.001,,0.663860,-0.000191,0.000190,2.713408,0.669783,0.054268
2024-06-20 08:19:59.205,39.100,,0.668600,-0.000381,0.000381,2.722462,0.674762,0.054449
2024-06-20 08:19:59.305,39.200,,0.673340,-0.000191,0.000190,2.746282,0.684744,0.054395
2024-06-20 08:19:59.405,39.300,,0.679030,-0.000191,0.000190,2.746282,0.684744,0.054926
2024-06-20 08:19:59.505,39.400,,0.683770,-0.000381,0.000000,2.756382,0.689738,0.055128
2024-06-20 08:19:59.605,39.500,,0.688520,-0.000381,0.000190,2.775374,0.694736,0.055507
2024-06-20 08:19:59.705,39.600,,0.694210,-0.000191,0.000190,2.823634,0.699788,0.056473
2024-06-20 08:19:59.805,39.700,,0.698950,-0.000191,0.000190,2.788246,0.704715,0.055765
2024-06-20 08:19:59.905,39.800,,0.703690,-0.000381,0.000381,2.812377,0.709775,0.055765
2024-06-20 08:20:00.005,39.900,,0.708430,-0.000381,0.000000,2.834628,0.714749,0.056693
2024-06-20 08:20:00.105,40.000,,0.714120,-0.000381,0.000381,2.833427,0.719752,0.056669
2024-06-20 08:20:00.205,40.100,,0.718860,-0.000572,0.000381,2.813769,0.724727,0.056669
2024-06-20 08:20:00.305,40.200,,0.723610,-0.000381,0.000190,2.833678,0.729724,0.056674
2024-06-20 08:20:00.405,40.300,,0.728350,-0.000191,0.000381,2.852292,0.734712,0.057046
2024-06-20 08:20:00.505,40.400,,0.734040,0.000000,0.000381,2.876951,0.739777,0.057539
2024-06-20 08:20:00.605,40.500,,0.738780,-0.000381,0.000190,2.820051,0.744702,0.056401
2024-06-20 08:20:00.705,40.600,,0.743520,-0.000572,-0.000190,2.877052,0.754708,0.056602
2024-06-20 08:20:00.805,40.700,,0.748260,-0.000572,-0.000190,2.877052,0.754708,0.057541
2024-06-20 08:20:00.905,40.800,,0.753950,-0.000381,-0.000190,2.855520,0.759752,0.057110
2024-06-20 08:20:01.005,40.900,,0.758700,-0.000572,0.000190,2.843823,0.764691,0.056876
2024-06-20 08:20:01.105,41.000,,0.763440,-0.000191,0.000000,2.793680,0.769720,0.055874
2024-06-20 08:20:01.205,41.100,,0.769130,-0.000381,0.000190,2.837768,0.774753,0.056755
2024-06-20 08:20:01.305,41.200,,0.773870,-0.000381,0.000190,2.852270,0.779781,0.057045
2024-06-20 08:20:01.405,41.300,,0.778610,-0.000191,0.000190,2.813326,0.784748,0.056267
2024-06-20 08:20:01.505,41.400,,0.784300,-0.000572,0.000190,2.804600,0.789769,0.056092
2024-06-20 08:20:01.605,41.500,,0.788090,-0.000572,0.000190,2.836658,0.794686,0.056733
2024-06-20 08:20:01.705,41.600,,0.793780,-0.000572,0.000381,2.817069,0.799761,0.056341
2024-06-20 08:20:01.805,41.700,,0.798530,-0.000763,0.000190,2.738199,0.809682,0.056009
2024-06-20 08:20:01.905,41.800,,0.803270,-0.000381,0.000000,2.738199,0.809682,0.054764
2024-06-20 08:20:02.005,41.900,,0.811800,-0.000381,0.000190,2.743268,0.814737,0.054865
2024-06-20 08:20:02.105,42.000,,0.813700,-0.000381,0.000381,2.788180,0.819768,0.055764
2024-06-20 08:20:02.205,42.100,,0.819390,-0.000191,0.000190,2.757305,0.824754,0.055146
2024-06-20 08:20:02.305,42.200,,0.819390,-0.000381,0.000381,2.727110,0.829782,0.054542
2024-06-20 08:20:02.405,42.300,,0.824130,-0.000572,0.000190,2.707237,0.834735,0.054145
2024-06-20 08:20:02.505,42.400,,0.828870,-0.000572,0.000190,2.656751,0.839810,0.053135
2024-06-20 08:20:02.605,42.500,,0.838360,-0.000381,0.000190,2.708852,0.844761,0.054177
2024-06-20 08:20:02.705,42.600,,0.844050,-0.000572,0.000190,2.693508,0.849733,0.053870
2024-06-20 08:20:02.805,42.700,,0.848790,-0.000381,0.000190,2.643219,0.854751,0.052864
2024-06-20 08:20:02.905,42.800,,0.853530,-0.000381,0.000000,2.660356,0.859784,0.053207
2024-06-20 08:20:03.005,42.900,,0.858270,-0.000381,0.000000,2.612947,0.864747,0.052259
2024-06-20 08:20:03.105,43.000,,0.863020,-0.000381,0.000190,2.589218,0.869765,0.051784
2024-06-20 08:20:03.205,43.100,,0.868710,-0.000191,0.000000,2.568758,0.879799,0.051932
2024-06-20 08:20:03.305,43.200,,0.873450,-0.000381,0.000000,2.568758,0.879799,0.051375
2024-06-20 08:20:03.405,43.300,,0.879140,-0.000381,0.000190,2.570476,0.884748,0.051410
2024-06-20 08:20:03.505,43.400,,0.883880,-0.000572,0.000190,2.528096,0.894816,0.050539
2024-06-20 08:20:03.605,43.500,,0.888620,-0.000381,0.000000,2.528096,0.894816,0.050562
2024-06-20 08:20:03.705,43.600,,0.893360,-0.000572,0.000190,2.482394,0.899801,0.049648
2024-06-20 08:20:03.805,43.700,,0.898110,-0.000191,0.000381,2.465377,0.904773,0.049308
2024-06-20 08:20:03.905,43.800,,0.903800,-0.000381,0.000000,2.460289,0.909784,0.049206
2024-06-20 08:20:04.005,43.900,,0.908540,-0.000381,0.000000,2.477560,0.914736,0.049551
2024-06-20 08:20:04.105,44.000,,0.913280,-0.000191,0.000000,2.461922,0.919796,0.049238
2024-06-20 08:20:04.205,44.100,,0.918970,-0.000572,0.000190,2.399981,0.924710,0.048000
2024-06-20 08:20:04.305,44.200,,0.923710,-0.000381,0.000381,2.411553,0.929723,0.048231
2024-06-20 08:20:04.405,44.300,,0.928450,-0.000191,0.000190,2.401539,0.934667,0.048031
2024-06-20 08:20:04.506,44.401,,0.934140,-0.000381,0.000190,2.369842,0.939785,0.047397
2024-06-20 08:20:04.605,44.500,,0.938890,-0.000191,0.000381,2.360137,0.949737,0.047924
2024-06-20 08:20:04.705,44.600,,0.943630,-0.000572,0.000190,2.360137,0.949737,0.047203
2024-06-20 08:20:04.805,44.700,,0.948370,-0.000572,0.000190,2.347629,0.954702,0.046953
2024-06-20 08:20:04.905,44.800,,0.953110,-0.000381,0.000190,2.330341,0.964687,0.047597
2024-06-20 08:20:05.005,44.900,,0.958800,-0.000572,0.000571,2.330341,0.964687,0.046607
2024-06-20 08:20:05.105,45.000,,0.963540,-0.000191,0.000381,2.348691,0.969675,0.046974
2024-06-20 08:20:05.205,45.100,,0.968280,-0.000381,0.000571,2.312347,0.974746,0.046247
2024-06-20 08:20:05.305,45.200,,0.972080,-0.000381,0.000190,2.337319,0.979780,0.046746
2024-06-20 08:20:05.405,45.300,,0.973970,-0.000572,0.000000,2.325106,0.984765,0.046502
2024-06-20 08:20:05.505,45.400,,0.977770,-0.000381,0.000190,2.367080,0.989775,0.047342
2024-06-20 08:20:05.605,45.500,,0.988200,0.000000,0.000190,2.349963,0.994731,0.046999
