2024-06-20 17:55:30.005,33584.903,,1.566710,49.988490,0.999770,80.000000,80.065826,78.118233,0.000000,25.983952,47.598427,2.000000,2.011361,1.935674,6.000000,5.990584,5.974741,0.500000,0.490127,0.000000,0.000000,0.624783,1.311904,0.115641,0.261238,1.000000
2024-06-20 17:56:00.005,33614.903,,1.566710,49.988490,0.999770,80.000000,80.117111,78.174301,0.000000,26.034403,47.628105,2.000000,2.011361,1.935674,6.000000,6.007440,5.949501,0.500000,0.490127,0.000000,0.000000,0.619910,1.311904,0.115641,0.256355,1.000000
2024-06-20 17:56:30.005,33644.903,,1.566710,49.988490,1.000838,80.000000,80.104813,78.126717,0.000000,26.021122,47.501350,2.000000,2.011361,1.935674,6.000000,5.990584,5.949501,0.500000,0.499527,0.000000,0.000000,0.619910,1.311904,0.114078,0.256355,1.000000
2024-06-20 17:57:00.005,33674.903,,1.566710,49.988490,0.999877,80.000000,80.067924,78.138611,0.000000,26.021122,47.475998,2.000000,2.011361,1.910393,6.000000,6.007440,5.966328,0.500000,0.507584,0.000000,0.000000,0.619910,1.302158,0.115641,0.253914,1.000000
2024-06-20 17:57:30.005,33704.903,,1.567650,49.988490,0.999770,80.000000,80.055626,78.091026,0.000000,26.021122,47.463322,2.000000,2.011361,1.935674,6.000000,6.007440,5.941088,0.500000,0.507584,0.000000,0.000000,0.619910,1.302158,0.115641,0.256355,1.000000
2024-06-20 17:58:00.005,33734.903,,1.567650,50.041890,1.000838,80.000000,80.036049,78.102928,0.000000,26.007841,47.526703,2.000000,2.011361,1.935674,6.000000,5.990584,5.949501,0.500000,0.507584,0.000000,0.000000,0.619910,1.302158,0.115641,0.253914,1.000000
2024-06-20 17:58:30.006,33764.904,,1.566710,50.041890,1.000838,80.000000,80.080223,78.138611,0.000000,26.021122,47.514027,2.000000,2.011361,1.935674,6.000000,5.999012,5.949501,0.500000,0.499527,0.000000,0.000000,0.619910,1.302158,0.114078,0.253914,1.000000
2024-06-20 17:59:00.005,33794.903,,1.566710,50.041890,1.000838,80.000000,80.104813,78.150505,0.000000,26.007841,47.602757,2.000000,2.011361,1.935674,6.000000,5.965301,5.966328,0.500000,0.499527,0.000000,0.000000,0.619910,1.297284,0.114078,0.256355,1.000000
2024-06-20 17:59:30.005,33824.903,,1.566710,50.009850,1.000197,80.000000,80.047028,78.126717,0.000000,26.021122,47.475998,2.000000,2.011361,1.935674,6.000000,5.990584,5.949501,0.500000,0.487442,0.000000,0.000000,0.624783,1.302158,0.115641,0.253914,1.000000
2024-06-20 18:00:00.005,33854.903,,1.567650,49.988490,0.999770,80.000000,80.067924,78.150505,0.000000,26.007841,47.526703,2.000000,2.011361,1.935674,6.000000,5.990584,5.941088,0.500000,0.507584,0.000000,0.000000,0.624783,1.316777,0.114078,0.256355,1.000000
