2024-06-24 17:27:20.005,1780.194,,1.482300,28.004140,0.560083,80.000000,80.018158,77.694489,0.000000,26.789013,45.047882,0.000000,0.082636,0.014328,0.000000,0.005703,0.000285,0.500000,0.499527,0.000000,0.000000,0.600417,1.141342,-0.400000,4.454176,1.494627,-0.003695,-0.000075,1.000000
2024-06-24 17:27:21.005,1781.194,,1.483250,28.004140,0.560083,80.000000,80.029137,77.730972,0.000000,26.789013,45.021927,0.000000,0.082636,0.014328,0.000000,0.005703,0.000285,0.500000,0.499527,0.000000,0.000000,0.605291,1.131596,-0.400000,4.437086,1.494636,-0.003663,-0.000074,1.000000
2024-06-24 17:27:22.005,1782.194,END_OF_HOLD,1.482300,28.004140,0.560083,80.000000,80.023643,77.694489,0.000000,26.789013,44.995972,0.000000,0.099480,0.014328,0.000000,0.005703,0.000285,0.500000,0.499527,0.000000,0.000000,0.600417,1.141342,-0.400000,4.432203,1.494657,-0.003779,-0.000076,1.000000
2024-06-24 17:27:23.005,1783.194,,1.483250,28.004140,0.560083,80.000000,80.023643,77.706650,0.000000,26.789013,44.982998,0.000000,0.082636,-0.019380,0.000000,0.005703,0.000285,0.500000,0.499527,0.000000,0.000000,0.605291,1.151089,-0.400000,4.419996,1.494533,-0.003800,-0.000075,1.000000
2024-06-24 17:27:24.005,1784.194,,1.483250,27.998790,0.560083,80.000000,80.023643,77.706650,0.000000,26.789013,44.957043,0.000000,0.082636,0.014328,0.000000,0.039415,0.000285,0.500000,0.476699,0.000000,0.000000,0.610164,1.141342,-0.400000,4.407788,1.494760,-0.003800,-0.000075,1.000000
2024-06-24 17:27:25.005,1785.194,,1.485150,28.997110,0.579942,80.000000,80.018158,77.694489,0.000000,26.789013,44.982998,0.000000,0.082636,-0.019380,0.000000,0.005703,0.000285,0.500000,0.499527,0.000000,0.000000,0.605291,1.146215,-0.400000,4.400464,1.496755,-0.003727,-0.000075,1.000000
2024-06-24 17:27:26.005,1786.194,,1.485150,28.997110,0.579942,80.000000,80.029137,77.682335,0.000000,26.789013,44.995972,0.000000,0.082636,0.039609,0.000000,0.014131,0.000285,0.500000,0.507584,0.000000,0.000000,0.605291,1.141342,-0.400000,4.390698,1.496848,-0.003589,-0.000072,1.000000
2024-06-24 17:27:27.005,1787.194,,1.484200,28.997110,0.579942,80.000000,80.045593,77.694489,0.000000,26.789013,44.995972,0.000000,0.082636,-0.019380,0.000000,0.005703,0.000285,0.500000,0.507584,0.000000,0.000000,0.585798,1.146215,-0.400000,4.380932,1.496764,-0.003758,-0.000075,1.000000
2024-06-24 17:27:28.005,1788.194,,1.484200,28.997110,0.579942,80.000000,80.029137,77.718811,0.000000,26.789013,45.034904,0.000000,0.082636,0.014328,0.000000,0.005703,0.000285,0.500000,0.507584,0.000000,0.000000,0.600417,1.131596,-0.400000,4.373608,1.496817,-0.003790,-0.000076,1.000000
2024-06-24 17:27:29.005,1789.194,,1.484200,28.997110,0.579942,80.000000,80.029137,77.730972,0.000000,26.789013,45.034904,0.000000,0.082636,0.014328,0.000000,0.005703,0.000285,0.500000,0.499527,0.000000,0.000000,0.600417,1.131596,-0.400000,4.361400,1.496867,-0.003748,-0.000075,1.000000
